method_id,search_nfe,runs,median_best_cost,q25_best_cost,q75_best_cost
Rule,93600,30,42823.9236057027,42702.35409150667,43065.16637549454
Rule,94200,30,42818.69456631775,42702.014356245585,43059.172008335634
Rule,94800,30,42812.95333010271,42700.244161636205,43053.65722627307
Rule,95400,30,42811.80509680396,42697.38180407497,43047.595782564014
Rule,96000,30,42803.667888994205,42695.97753305273,43042.76776312334
Rule,96600,30,42800.51078216381,42692.09383153673,43037.40933442267
Rule,97200,30,42796.91290635354,42690.331118935756,43035.262409846415
Rule,97800,30,42793.56684834896,42686.21316512086,43029.1452639484
Rule,98400,30,42790.96237170529,42685.06213070887,43025.40957217642
Rule,99000,30,42790.551981474266,42682.71288512228,43022.47520438791
Rule,99600,30,42785.00068291858,42679.41527892,43013.90523396834
Rule,100200,30,42781.56327816406,42676.484275534705,43010.80616579999
Rule,100800,30,42775.56768608378,42673.10594526297,43007.98411871136
Rule,101400,30,42769.24206773215,42672.46017293001,43005.29778788077
Rule,102000,30,42765.51853384455,42670.18207819668,42997.20701787955
Rule,102600,30,42762.51676566382,42669.17828769352,42978.28219067709
Rule,103200,30,42761.75158491729,42666.68202505909,42967.57982220811
Rule,103800,30,42758.37897395328,42666.043534147546,42964.768098267414
Rule,104400,30,42754.08872390316,42663.151417512934,42960.33987535517
Rule,105000,30,42748.99621746334,42661.65537306495,42957.35664153582
Rule,105600,30,42742.40940087801,42660.90182992816,42955.36052177441
Rule,106200,30,42735.815790205175,42659.97800822029,42947.871082143785
Rule,106800,30,42731.36291221056,42656.884339227865,42945.31137792027
Rule,107400,30,42726.55050029958,42652.26387149081,42942.97246518954
Rule,108000,30,42720.488300273566,42649.30656808696,42934.14245744454
Rule,108600,30,42719.67737353104,42644.644292107565,42928.21593116804
Rule,109200,30,42715.64781593639,42641.10540424504,42924.7509385885
Rule,109800,30,42711.179645451775,42637.06954925039,42920.86078450619
Rule,110400,30,42707.507821116684,42632.203034761544,42916.017068796114
Rule,111000,30,42704.81637532645,42629.50702863439,42913.581995162676
Rule,111600,30,42700.458220315806,42628.15964400618,42906.419776161165
Rule,112200,30,42698.086856404385,42623.981679430944,42902.38796797184
Rule,112800,30,42694.591305801005,42621.45495545605,42897.428375964606
Rule,113400,30,42693.13239548667,42619.33879348942,42893.570810290745
Rule,114000,30,42691.26322687897,42618.204804406574,42889.748999125986
Rule,114600,30,42689.555765777084,42616.39988585277,42887.14729636264
Rule,115200,30,42685.32280205326,42614.77777665826,42882.974869501704
Rule,115800,30,42682.06307185827,42613.3746025603,42879.90798325065
Rule,116400,30,42681.18581541301,42611.90973714697,42875.491475981995
Rule,117000,30,42679.12166351929,42611.51560571059,42870.498164698525
Rule,117600,30,42678.075531361086,42610.413439451884,42865.38445896984
Rule,118200,30,42676.81531450854,42609.30795422821,42862.859621077245
Rule,118800,30,42674.84272542012,42606.61566319741,42859.70926925523
Rule,119400,30,42673.713108012,42604.77450020086,42854.77055809019
Rule,120000,30,42670.226949428,42602.94496046802,42853.13173941095
Rule,120600,30,42667.62350399385,42600.96900099836,42849.85818899853
Rule,121200,30,42665.294826661055,42598.11007848055,42849.08700096575
Rule,121800,30,42663.36000685528,42595.840191851035,42845.3390766511
Rule,122400,30,42660.94030183181,42593.71179374276,42841.44069085844
Rule,123000,30,42658.38899394512,42591.64085667448,42836.27846963349
Rule,123600,30,42655.01447694859,42591.1500986619,42833.785974966915
Rule,124200,30,42652.68744720619,42589.94971413843,42830.414363001284
Rule,124800,30,42651.09490730839,42588.08025235202,42824.157734666966
Rule,125400,30,42649.32936312478,42585.99239102373,42818.59150790576
Rule,126000,30,42647.76361898711,42583.35081767984,42811.86929317778
Rule,126600,30,42644.63960993268,42581.80994513932,42801.61682383234
Rule,127200,30,42642.39152636059,42579.40383326521,42790.73944941785
Rule,127800,30,42639.39366694288,42577.68434489271,42784.39134055245
Rule,128400,30,42636.14175500184,42575.95848073029,42779.28542366252
Rule,129000,30,42633.16198594341,42574.44051903844,42774.17210548913
Rule,129600,30,42630.49340783982,42572.613591517606,42765.39053539842
Rule,130200,30,42627.86557165193,42571.13368891039,42757.35803188341
Rule,130800,30,42624.242347136074,42569.577043475656,42754.041609253225
Rule,131400,30,42620.89721547131,42568.177084512965,42748.62088219716
Rule,132000,30,42617.453048169584,42565.24545993806,42744.02805197289
Rule,132600,30,42613.05373127718,42563.62171980556,42741.92836488152
Rule,133200,30,42605.78711349461,42562.15159912954,42740.19541270827
Rule,133800,30,42600.381202345496,42560.853051456565,42739.48186233797
Rule,134400,30,42597.82293425782,42559.88296875254,42739.17055226037
Rule,135000,30,42593.71719645969,42557.69564293365,42734.43704946765
Rule,135600,30,42592.03092018426,42555.90421301285,42734.04781439527
