comparison,candidate,reference,resolved_pairs,mcnemar_candidate_only,mcnemar_reference_only,mcnemar_p,joint_feasible_pairs,candidate_median,candidate_q25,candidate_q75,reference_median,reference_q25,reference_q75,median_difference,difference_ci_low,difference_ci_high,median_relative_difference,relative_ci_low,relative_ci_high,rank_biserial,wins,ties,losses,cost_inference_available,cost_analysis_status,wilcoxon_statistic,wilcoxon_p,auc_joint_feasible_pairs,auc_candidate_median,auc_candidate_q25,auc_candidate_q75,auc_reference_median,auc_reference_q25,auc_reference_q75,auc_median_difference,auc_difference_ci_low,auc_difference_ci_high,auc_median_relative_difference,auc_relative_ci_low,auc_relative_ci_high,auc_rank_biserial,auc_wins,auc_ties,auc_losses,auc_cost_inference_available,auc_cost_analysis_status,auc_wilcoxon_statistic,auc_wilcoxon_p,mcnemar_holm_p,wilcoxon_holm_p
Rule vs UniformRandom,Rule,UniformRandom,30,0,0,1.0,30,42397.45330456016,42388.22661094487,42407.83102587648,42372.118112990756,42369.535243600825,42379.639867349135,22.307450161537417,15.672928672123817,31.25058432257356,0.0005265039918856744,0.000369905050454597,0.0007375457089859841,0.875268817204301,5,0,25,True,inferential,29.0,3.2391399145126343e-06,30,42751.61919773811,42698.300111331024,42908.39396306264,42810.39783506181,42680.55925422528,42983.12820302406,30.9051006423324,-72.30811291162172,76.39505517588259,0.0007221625824780814,-0.0016879114191015727,0.0017919294397690563,-0.03655913978494624,14,0,16,True,inferential,224.0,0.871207794174552,1.0,2.915225923061371e-05
UCB1 vs UniformRandom,UCB1,UniformRandom,30,0,0,1.0,30,42373.08709088745,42368.984417436615,42378.69988211714,42372.118112990756,42369.535243600825,42379.639867349135,-2.1967029396364524,-5.616826908855728,3.3964646248459758,-5.184267781505632e-05,-0.00013255704755913594,8.01631574930237e-05,-0.09247311827956989,16,0,14,True,inferential,211.0,0.6701805889606476,30,42882.00268608064,42722.9654807626,42950.57095641767,42781.30449125335,42630.05620432654,42976.516468254245,47.497834846551996,-62.826087617562735,94.3812446672855,0.00111300102083903,-0.0014651930412192032,0.0022057306785295337,0.17849462365591398,14,0,16,True,inferential,191.0,0.40449450351297855,1.0,1.0
UCB1 vs A1-only,UCB1,A1-only,30,0,0,1.0,30,42373.08709088745,42368.984417436615,42378.69988211714,42511.41557629418,42450.9111691184,42551.823711925,-134.80043395168104,-168.6524271641465,-92.57483360568585,-0.0031708930725813478,-0.0039635839105919436,-0.0021802728551581253,-1.0,30,0,0,True,inferential,0.0,1.862645149230957e-09,30,42890.90772354114,42768.858536384905,42950.57095641767,43051.710612648705,42936.33045599264,43182.55344289421,-183.04083352324596,-249.52068127316306,-123.24028576340788,-0.004261740915790164,-0.005767053519188289,-0.0028696291127137587,-0.9182795698924732,28,0,2,True,inferential,19.0,5.718320608139038e-07,1.0,1.862645149230957e-08
