method_id,phase,action,windows,mean_reward,median_reward,q25_reward,q75_reward
Rule,feasibility,A4,30,1.0,1.0,1.0,1.0
Rule,cost,A1,570,0.00315818247603341,0.0011035656245459617,0.00038504554230847914,0.0024634673893953107
Rule,cost,A3,150,0.0003702418770535449,0.00022967043593271095,0.00011130458605393726,0.0004356413606448128
UCB1,feasibility,A1,30,0.9969791605171373,0.9992877948975922,0.9933035834477065,1.0
UCB1,feasibility,A2,18,1.0,1.0,1.0,1.0
UCB1,cost,A1,180,0.005474425231157306,0.0009464147422341572,0.00015270597751517934,0.0048904319677143615
UCB1,cost,A2,179,0.003564093028776136,0.0005642911592893232,0.00013382138503764693,0.004283925221945607
UCB1,cost,A3,168,0.0017873410100224271,0.00024443091783293337,3.143662245469464e-05,0.0021283331416115086
UCB1,cost,A4,175,0.0023159466035803816,0.0004768296383822035,0.00010932327357802125,0.0028430123755725433
