hour,p_vital_mw,p_nonvital_mw,p_load_mw,p_pv_mw,v_kn,p_propulsion_mw,p_ess_mw,energy_ess_mwh,soc,p_g1_mw,p_g2_mw,eeoi,co2_g1,co2_g2,cost_g1,cost_g2,cost_ess,cost_pv
0,5.500000,1.400000,6.900000,0.000000,10.881099711443,2.834268897948,-0.060795740179,37.557755953170,0.500770079376,3.910766491472,5.884298146655,7.383982744392,695.577941350781,911.339108835405,675.752427058315,826.033319955474,1.015893324703,0.000000000000
1,7.300000,1.900000,9.200000,0.000000,10.353958111295,2.441978813655,0.442778617387,37.091673198026,0.494555642640,4.341886848630,6.857313347638,8.596534067008,747.920617471484,1032.242455170976,727.178400465590,941.098575085150,1.843027487264,0.000000000000
2,7.900000,2.000000,9.900000,0.000000,10.293482371419,2.399438682719,0.722915127035,36.330709906411,0.484409465419,4.412668543160,7.163855012524,8.886039032510,756.993875000863,1072.371847656816,736.083390251285,979.388717581671,3.247207007852,0.000000000000
3,9.700000,2.400000,12.100000,0.000000,9.645759617456,1.974385644878,0.895918061455,35.387638262773,0.471835176837,4.804090294116,8.374377289306,10.626442130619,809.611230920469,1240.390896694679,787.679769731690,1140.144632958844,4.451477443221,0.000000000000
4,10.200000,2.600000,12.800000,0.000000,9.506831963903,1.890297386568,1.500524481669,33.808138808385,0.450775184112,4.938949283475,8.250823621425,10.788248973189,828.697963168647,1222.543440288367,806.379251723229,1123.038498559816,10.681766996375,0.000000000000
5,12.100000,3.100000,15.200000,0.600000,9.323119729299,1.782815763695,2.083056088548,31.615448188861,0.421539309185,5.232391455001,9.067368220147,11.881014755238,871.925839117944,1343.436622255105,848.701661858763,1239.032412934224,19.658227472554,6.120000000000
6,13.000000,3.300000,16.300000,1.050000,9.207893735186,1.717527014534,2.399200158733,29.089974337564,0.387866324501,5.349363915774,9.218962940027,12.252799997780,889.805512253457,1366.644094507484,866.196392933312,1261.330316867320,25.751494027148,10.710000000000
7,12.000000,3.000000,15.000000,1.400000,9.384170654101,1.818069041900,2.038742356356,26.943929751925,0.359252396692,4.865354139772,8.513972545772,11.076992156040,818.221098620611,1260.746595907569,796.115971447456,1159.662760632938,18.872822701087,14.280000000000
8,12.100000,3.000000,15.100000,2.250000,9.617386500207,1.957013807752,1.887960107024,24.956603323480,0.332754710980,4.693265437791,8.225788262937,10.466669147417,794.293650717043,1218.946400493007,772.666811357843,1119.591670915386,16.326891472565,22.950000000000
9,11.300000,2.900000,14.200000,1.550000,9.677690884932,1.994058611508,1.460454829028,23.419282450818,0.312257099344,4.973452029495,8.210151752984,10.593245653608,833.660059005769,1216.703079069678,811.239350519914,1117.442168551771,10.171591722818,15.810000000000
10,9.200000,2.300000,11.500000,1.650000,10.204077092184,2.337458311615,0.890868438191,22.481526200091,0.299753682668,4.375661436703,6.920928436722,8.784347302233,752.233189983744,1040.489951546241,731.411306352826,948.964380925910,4.412680268906,16.830000000000
11,11.500000,3.000000,14.500000,2.050000,9.480628721922,1.874710010171,0.943889885415,21.487957899654,0.286506105329,5.037735789470,8.343084335286,10.963653140160,842.990913335540,1235.855583820264,820.376993972227,1135.797077808545,4.830990897890,20.910000000000
12,9.200000,2.300000,11.500000,2.050000,10.221974308684,2.349779096866,0.421157192946,21.044634538659,0.280595127182,4.323491879079,7.055130024841,8.822227161900,745.584776175049,1058.026811711357,724.885468918975,965.696031562309,1.762705539032,20.910000000000
13,10.200000,2.600000,12.800000,3.500000,10.361971438069,2.447653027117,0.882865486818,20.115302447272,0.268204032630,4.409258500558,6.455529039741,8.384883097447,756.553652089628,981.124731256265,735.651388828372,892.391557017819,4.351641311600,35.700000000000
14,11.300000,2.800000,14.100000,4.200000,10.071784749331,2.247718849677,0.589186385452,19.495106252059,0.259934750027,4.330511122624,7.228021341601,9.071731696358,746.475020099091,1080.895558888931,725.759379052753,987.527430839328,2.492704566247,42.840000000000
15,10.100000,2.600000,12.700000,1.700000,9.791434570011,2.065197826254,1.012999063298,18.428791448587,0.245717219314,4.616374474508,7.435824288448,9.664848292430,783.861074145044,1108.793519543050,762.438366449616,1014.178573812363,5.412518539647,17.340000000000
16,9.200000,2.300000,11.500000,1.650000,10.110452982992,2.273707124155,0.745883028980,17.643651418082,0.235248685574,4.370996221059,7.006827874116,8.918141457770,751.635669731495,1051.693328357718,730.824858191357,959.652361113020,3.392268419556,16.830000000000
17,9.600000,2.400000,12.000000,1.150000,9.862433183798,2.110449199333,0.925685918638,16.669245187937,0.222256602506,4.430457248854,7.604306031842,9.587074389384,759.295416846475,1131.742195021510,738.341855627222,1036.116358830460,4.684646005846,11.730000000000
18,9.200000,2.300000,11.500000,0.000000,9.594442134427,1.943040551723,0.912529688210,15.708687621401,0.209449168285,4.742000196853,7.788510666660,10.204652360749,800.988641172456,1157.170290370563,779.229358632684,1060.439226370605,4.580654857014,0.000000000000
19,8.900000,2.300000,11.200000,0.000000,9.650738247188,1.977444442709,0.573736850765,15.104754094280,0.201396721257,4.692726895773,7.910980696171,10.198658678249,794.220026154923,1174.271681368974,772.594637087314,1076.805797191946,2.415448087880,0.000000000000
20,6.800000,1.700000,8.500000,0.000000,10.267785141262,2.381513225098,0.099178874833,15.000355278666,0.200004737049,4.306011605475,6.476322744791,8.410297739490,743.373551332267,983.729051930252,722.714706569975,894.871115461508,1.042296731616,0.000000000000
21,5.400000,1.300000,6.700000,0.000000,10.490884150891,2.540147609470,-0.003875288560,15.004036802799,0.200053824037,3.795549344433,5.448473553597,7.353131826870,682.439123595669,860.377959242722,662.827124871523,777.687117921139,1.000064576804,0.000000000000
22,4.800000,1.300000,6.100000,0.000000,11.000000000000,2.928200000000,-0.001846751331,15.005791216564,0.200077216221,3.684326607438,5.345720143893,6.903393376838,670.095810503137,848.650732401276,650.677332442875,766.576411537918,1.000014665109,0.000000000000
