method_id,phase,action,windows,mean_reward,median_reward,q25_reward,q75_reward
UniformRandom,feasibility,A2,10,0.9818531777999391,0.9869675499149287,0.9785163700962904,0.9986322158657314
UniformRandom,cost,A1,187,0.0036702291344181425,0.0007079340282613345,0.00013804294444980187,0.0033212461466998297
UniformRandom,cost,A4,169,0.002991415192566408,0.00044288828909084995,0.00011867479426237364,0.0029667996000043192
UniformRandom,cost,A3,176,0.0024687972518444195,0.0003494441695449148,4.023787305809822e-05,0.00225408064058111
UniformRandom,cost,A2,171,0.0028860615254846563,0.0006858074856270651,0.0001502734118289649,0.0030333071784660955
UniformRandom,feasibility,A3,14,0.9989927950407717,1.0,0.9989346022338285,1.0
UniformRandom,feasibility,A4,8,1.0,1.0,1.0,1.0
UniformRandom,feasibility,A1,15,0.9987784857946214,1.0,0.9995790084173839,1.0
