hour,p_vital_mw,p_nonvital_mw,p_load_mw,p_pv_mw,v_kn,p_propulsion_mw,p_ess_mw,energy_ess_mwh,soc,p_g1_mw,p_g2_mw,eeoi,co2_g1,co2_g2,cost_g1,cost_g2,cost_ess,cost_pv
0,5.500000,1.400000,6.900000,0.000000,10.606626667117,2.625152450068,-0.008898670454,37.508453736931,0.500112716492,3.834884549054,5.699166571468,7.430895502351,686.884428802260,889.450259113743,667.201028148082,805.255259684932,1.000340501244,0.000000000000
1,7.300000,1.900000,9.200000,0.000000,10.244516855530,2.365359327611,0.328923629436,37.162218337525,0.495496244500,4.379797481469,6.856638216707,8.711580072384,752.763425526856,1032.155152270002,731.931707500453,941.015322969760,1.465220242205,0.000000000000
2,7.900000,2.000000,9.900000,0.000000,10.055183511601,2.236622471875,0.673574970097,36.453192053213,0.486042560710,4.329518052792,7.133529448986,9.023740619157,746.348989215496,1068.358368518824,725.635662036354,975.557191824909,2.950923933469,0.000000000000
3,9.700000,2.400000,12.100000,0.000000,9.762497715144,2.046941903009,1.521037554249,34.852099890845,0.464694665211,4.727636114366,7.898268234395,10.097303188179,799.008694746692,1172.489291327667,777.288695360496,1075.099681921297,10.948287538170,0.000000000000
4,10.200000,2.600000,12.800000,0.000000,9.649649221021,1.976775091094,1.413068555712,33.364659305886,0.444862124078,4.871275223343,8.492431312040,10.760240075595,819.058603304432,1257.592241964780,796.936492600340,1156.637654092543,9.586079795510,0.000000000000
5,12.100000,3.100000,15.200000,0.600000,9.275579851123,1.755682120272,2.210290373154,31.038037860460,0.413840504806,5.056896546677,9.088495200441,11.818400210862,845.793701697989,1346.656595669466,823.121393449446,1242.125624466820,22.007149194728,6.120000000000
6,13.000000,3.300000,16.300000,1.050000,9.144978861884,1.682560924507,2.125001048102,28.801194651932,0.384015928692,5.322841363932,9.484718512473,12.540346827834,885.719056144752,1407.905077079812,862.198418779822,1300.996766004976,20.417206654061,10.710000000000
7,12.000000,3.000000,15.000000,1.400000,9.224953983194,1.727091338515,1.273028466350,27.461164687353,0.366148862498,5.098596880646,8.955465991518,11.807033114623,851.927785849515,1326.458957359285,829.127134535139,1222.726161410177,7.968586347393,14.280000000000
8,12.100000,3.000000,15.100000,2.250000,9.705696414131,2.011420116797,1.451731134087,25.933026651472,0.345773688686,5.027066260757,8.382622721953,10.730925519916,841.434497673192,1241.587609105947,818.852932599684,1141.291872774231,10.062350128416,22.950000000000
9,11.300000,2.900000,14.200000,1.550000,9.590251628436,1.940495713616,1.267430888723,24.598888873868,0.327985184985,4.907442679130,8.415622145763,10.795227411386,824.194841052058,1246.384104175558,801.968229585845,1145.890371300981,7.907438548066,15.810000000000
