seed,checkpoint,action,repeat,checkpoint_nfe,start_iteration,end_iteration,start_nfe,end_nfe,before_cost,after_cost,before_cv,after_cv,feasible_after,cost_reward,gap_reward
310008,20pct,A4,3,60600,100,120,60600,72600,43507.60384244645,43402.434752375404,0.0,0.0,True,105.1690900710455,0.0024829385679686934
310008,40pct,A1,1,120600,200,220,120600,132600,42725.79218945056,42644.45696426398,0.0,0.0,True,81.33522518657992,0.0019202445073334112
310008,40pct,A1,2,120600,200,220,120600,132600,42725.79218945056,42644.45696426398,0.0,0.0,True,81.33522518657992,0.0019202445073334112
310008,40pct,A1,3,120600,200,220,120600,132600,42725.79218945056,42644.45696426398,0.0,0.0,True,81.33522518657992,0.0019202445073334112
310008,40pct,A2,1,120600,200,220,120600,132600,42725.79218945056,42660.79017702884,0.0,0.0,True,65.00201242172625,0.0015346334510306717
310008,40pct,A2,2,120600,200,220,120600,132600,42725.79218945056,42679.998999643794,0.0,0.0,True,45.79318980676908,0.001081132080202731
310008,40pct,A2,3,120600,200,220,120600,132600,42725.79218945056,42676.36829112533,0.0,0.0,True,49.42389832523622,0.001166849530106164
310008,40pct,A3,1,120600,200,220,120600,132600,42725.79218945056,42645.57731961935,0.0,0.0,True,80.21486983121576,0.001893794021551089
310008,40pct,A3,2,120600,200,220,120600,132600,42725.79218945056,42611.49160529708,0.0,0.0,True,114.30058415348321,0.002698524143779476
310008,40pct,A3,3,120600,200,220,120600,132600,42725.79218945056,42671.06912176845,0.0,0.0,True,54.72306768211274,0.0012919576960653658
310008,40pct,A4,1,120600,200,220,120600,132600,42725.79218945056,42664.995891301965,0.0,0.0,True,60.796298148598,0.001435340681952303
310008,40pct,A4,2,120600,200,220,120600,132600,42725.79218945056,42647.72763683669,0.0,0.0,True,78.064552613876,0.0018430271512787184
310008,40pct,A4,3,120600,200,220,120600,132600,42725.79218945056,42650.59992507854,0.0,0.0,True,75.19226437202451,0.0017752152566507598
310008,60pct,A1,1,180600,300,320,180600,192600,42487.11087652298,42465.48341558665,0.0,0.0,True,21.627460936331772,0.0005106030379247212
310008,60pct,A1,2,180600,300,320,180600,192600,42487.11087652298,42465.48341558665,0.0,0.0,True,21.627460936331772,0.0005106030379247212
310008,60pct,A1,3,180600,300,320,180600,192600,42487.11087652298,42465.48341558665,0.0,0.0,True,21.627460936331772,0.0005106030379247212
310008,60pct,A2,1,180600,300,320,180600,192600,42487.11087652298,42465.23829529261,0.0,0.0,True,21.87258123036736,0.0005163900864904323
310008,60pct,A2,2,180600,300,320,180600,192600,42487.11087652298,42467.795601425256,0.0,0.0,True,19.315275097724225,0.0004560146090326249
310008,60pct,A2,3,180600,300,320,180600,192600,42487.11087652298,42460.29922094663,0.0,0.0,True,26.81165557634813,0.0006329967641313249
310008,60pct,A3,1,180600,300,320,180600,192600,42487.11087652298,42458.85406597708,0.0,0.0,True,28.256810545899498,0.0006671154487007808
310008,60pct,A3,2,180600,300,320,180600,192600,42487.11087652298,42463.44638459718,0.0,0.0,True,23.664491925803304,0.0005586953320055156
310008,60pct,A3,3,180600,300,320,180600,192600,42487.11087652298,42463.05300845821,0.0,0.0,True,24.057868064766808,0.0005679825549575377
310008,60pct,A4,1,180600,300,320,180600,192600,42487.11087652298,42470.09630703034,0.0,0.0,True,17.014569492639566,0.0004016972171397462
310008,60pct,A4,2,180600,300,320,180600,192600,42487.11087652298,42475.35617499162,0.0,0.0,True,11.754701531361206,0.0002775169183974217
310008,60pct,A4,3,180600,300,320,180600,192600,42487.11087652298,42469.91993844038,0.0,0.0,True,17.19093808260368,0.00040586110573005664
310008,80pct,A1,1,240600,400,420,240600,252600,42398.03060452541,42393.06506655611,0.0,0.0,True,4.965537969299476,0.00011723145770642146
310008,80pct,A1,2,240600,400,420,240600,252600,42398.03060452541,42393.06506655611,0.0,0.0,True,4.965537969299476,0.00011723145770642146
310008,80pct,A1,3,240600,400,420,240600,252600,42398.03060452541,42393.06506655611,0.0,0.0,True,4.965537969299476,0.00011723145770642146
310008,80pct,A2,1,240600,400,420,240600,252600,42398.03060452541,42392.39747436842,0.0,0.0,True,5.633130156988045,0.00013299265131727026
310008,80pct,A2,2,240600,400,420,240600,252600,42398.03060452541,42393.660003901154,0.0,0.0,True,4.370600624257349,0.00010318557332601947
310008,80pct,A2,3,240600,400,420,240600,252600,42398.03060452541,42393.64213320824,0.0,0.0,True,4.388471317171934,0.00010360748277340537
310008,80pct,A3,1,240600,400,420,240600,252600,42398.03060452541,42394.365119048074,0.0,0.0,True,3.665485477336915,8.653849962817763e-05
310008,80pct,A3,2,240600,400,420,240600,252600,42398.03060452541,42394.37683171194,0.0,0.0,True,3.6537728134717327,8.626197517764883e-05
310008,80pct,A3,3,240600,400,420,240600,252600,42398.03060452541,42394.356528673,0.0,0.0,True,3.6740758524101693,8.674130991747741e-05
310008,80pct,A4,1,240600,400,420,240600,252600,42398.03060452541,42392.610331911485,0.0,0.0,True,5.4202726139265,0.0001279672945057439
310008,80pct,A4,2,240600,400,420,240600,252600,42398.03060452541,42393.42300208592,0.0,0.0,True,4.607602439493348,0.0001087809526083783
310008,80pct,A4,3,240600,400,420,240600,252600,42398.03060452541,42391.90619331582,0.0,0.0,True,6.124411209588288,0.00014459131279080184
310008,90pct,A1,1,270600,450,470,270600,282600,42382.91810646984,42380.481237891254,0.0,0.0,True,2.4368685785884736,5.753206550290551e-05
310008,90pct,A1,2,270600,450,470,270600,282600,42382.91810646984,42380.481237891254,0.0,0.0,True,2.4368685785884736,5.753206550290551e-05
310008,90pct,A1,3,270600,450,470,270600,282600,42382.91810646984,42380.481237891254,0.0,0.0,True,2.4368685785884736,5.753206550290551e-05
310008,90pct,A2,1,270600,450,470,270600,282600,42382.91810646984,42380.921229161555,0.0,0.0,True,1.9968773082873668,4.7144305241195975e-05
310008,90pct,A2,2,270600,450,470,270600,282600,42382.91810646984,42380.53817586685,0.0,0.0,True,2.3799306029904983,5.618781601383254e-05
310008,90pct,A2,3,270600,450,470,270600,282600,42382.91810646984,42380.15799594256,0.0,0.0,True,2.7601105272842688,6.516348934293274e-05
310008,90pct,A3,1,270600,450,470,270600,282600,42382.91810646984,42381.8914312923,0.0,0.0,True,1.0266751775416196,2.423878910972916e-05
310008,90pct,A3,2,270600,450,470,270600,282600,42382.91810646984,42380.94044065833,0.0,0.0,True,1.9776658115151804,4.66907407361514e-05
310008,90pct,A3,3,270600,450,470,270600,282600,42382.91810646984,42382.15065133358,0.0,0.0,True,0.7674551362651982,1.8118859407562278e-05
310008,90pct,A4,1,270600,450,470,270600,282600,42382.91810646984,42380.07349478161,0.0,0.0,True,2.8446116882332717,6.71584784734527e-05
310008,90pct,A4,2,270600,450,470,270600,282600,42382.91810646984,42381.724344282185,0.0,0.0,True,1.19376218765683,2.818354874719849e-05
310008,90pct,A4,3,270600,450,470,270600,282600,42382.91810646984,42381.23986778871,0.0,0.0,True,1.6782386811319157,3.962156128596724e-05
310006,20pct,A1,1,60600,100,120,60600,72600,45408.92545289649,44567.44477088415,0.0,0.0,True,841.4806820123413,0.019866529587330393
310006,20pct,A1,2,60600,100,120,60600,72600,45408.92545289649,44567.44477088415,0.0,0.0,True,841.4806820123413,0.019866529587330393
310006,20pct,A1,3,60600,100,120,60600,72600,45408.92545289649,44567.44477088415,0.0,0.0,True,841.4806820123413,0.019866529587330393
310006,20pct,A2,1,60600,100,120,60600,72600,45408.92545289649,44817.28278714739,0.0,0.0,True,591.6426657490956,0.013968100249340067
310006,20pct,A2,2,60600,100,120,60600,72600,45408.92545289649,44327.487180111915,0.0,0.0,True,1081.4382727845732,0.025531691817057195
310006,20pct,A2,3,60600,100,120,60600,72600,45408.92545289649,44554.600842518164,0.0,0.0,True,854.324610378324,0.020169762077813888
310006,20pct,A3,1,60600,100,120,60600,72600,45408.92545289649,44218.07778014715,0.0,0.0,True,1190.8476727493398,0.028114739922611
310006,20pct,A3,2,60600,100,120,60600,72600,45408.92545289649,44258.23608781918,0.0,0.0,True,1150.6893650773054,0.02716664185619349
310006,20pct,A3,3,60600,100,120,60600,72600,45408.92545289649,44012.00147611987,0.0,0.0,True,1396.9239767766194,0.03297999836373776
310006,20pct,A4,1,60600,100,120,60600,72600,45408.92545289649,44784.48300598111,0.0,0.0,True,624.4424469153819,0.014742470757097524
310006,20pct,A4,2,60600,100,120,60600,72600,45408.92545289649,44936.82644464976,0.0,0.0,True,472.09900824672513,0.011145792311065016
310006,20pct,A4,3,60600,100,120,60600,72600,45408.92545289649,44821.90144115502,0.0,0.0,True,587.0240117414651,0.013859058380099765
310006,40pct,A1,1,120600,200,220,120600,132600,43400.5897325654,43282.03025829568,0.0,0.0,True,118.55947426972125,0.0027990723421066135
310006,40pct,A1,2,120600,200,220,120600,132600,43400.5897325654,43282.03025829568,0.0,0.0,True,118.55947426972125,0.0027990723421066135
310006,40pct,A1,3,120600,200,220,120600,132600,43400.5897325654,43282.03025829568,0.0,0.0,True,118.55947426972125,0.0027990723421066135
310006,40pct,A2,1,120600,200,220,120600,132600,43400.5897325654,43218.20999635701,0.0,0.0,True,182.3797362083933,0.00430580582889771
310006,40pct,A2,2,120600,200,220,120600,132600,43400.5897325654,43253.42853387318,0.0,0.0,True,147.16119869222166,0.0034743308675066545
310006,40pct,A2,3,120600,200,220,120600,132600,43400.5897325654,43164.011187469616,0.0,0.0,True,236.57854509578465,0.005585386291499031
310006,40pct,A3,1,120600,200,220,120600,132600,43400.5897325654,43272.424799720065,0.0,0.0,True,128.164932845335,0.003025847752489128
310006,40pct,A3,2,120600,200,220,120600,132600,43400.5897325654,43239.489203532255,0.0,0.0,True,161.100529033145,0.0038034247190532854
310006,40pct,A3,3,120600,200,220,120600,132600,43400.5897325654,43172.26748538401,0.0,0.0,True,228.32224718139332,0.005390463234672797
310006,40pct,A4,1,120600,200,220,120600,132600,43400.5897325654,43247.88473902528,0.0,0.0,True,152.7049935401228,0.003605214400220127
310006,40pct,A4,2,120600,200,220,120600,132600,43400.5897325654,43254.664895404334,0.0,0.0,True,145.92483716106653,0.0034451415902429262
310006,40pct,A4,3,120600,200,220,120600,132600,43400.5897325654,43266.20415556668,0.0,0.0,True,134.38557699872035,0.0031727110302413215
310006,60pct,A1,1,180600,300,320,180600,192600,42718.50218623405,42693.53445427567,0.0,0.0,True,24.967731958378863,0.000589463544776174
310006,60pct,A1,2,180600,300,320,180600,192600,42718.50218623405,42693.53445427567,0.0,0.0,True,24.967731958378863,0.000589463544776174
310006,60pct,A1,3,180600,300,320,180600,192600,42718.50218623405,42693.53445427567,0.0,0.0,True,24.967731958378863,0.000589463544776174
310006,60pct,A2,1,180600,300,320,180600,192600,42718.50218623405,42692.56742828229,0.0,0.0,True,25.93475795176346,0.0006122940754347637
310006,60pct,A2,2,180600,300,320,180600,192600,42718.50218623405,42689.162766611495,0.0,0.0,True,29.339419622556306,0.0006926747820433839
310006,60pct,A2,3,180600,300,320,180600,192600,42718.50218623405,42693.830074702724,0.0,0.0,True,24.672111531326664,0.0005824842378399694
310006,60pct,A3,1,180600,300,320,180600,192600,42718.50218623405,42666.62360240801,0.0,0.0,True,51.87858382603736,0.001224802235583175
310006,60pct,A3,2,180600,300,320,180600,192600,42718.50218623405,42685.92615754217,0.0,0.0,True,32.57602869188122,0.0007690879323543282
310006,60pct,A3,3,180600,300,320,180600,192600,42718.50218623405,42673.24064916609,0.0,0.0,True,45.26153706796322,0.001068580283005896
310006,60pct,A4,1,180600,300,320,180600,192600,42718.50218623405,42688.3780089776,0.0,0.0,True,30.12417725645355,0.0007112021363676908
310006,60pct,A4,2,180600,300,320,180600,192600,42718.50218623405,42688.822280317916,0.0,0.0,True,29.679905916134885,0.0007007133278710588
310006,60pct,A4,3,180600,300,320,180600,192600,42718.50218623405,42690.28301059483,0.0,0.0,True,28.21917563922034,0.0006662269256448861
310006,80pct,A1,1,240600,400,420,240600,252600,42530.709000933566,42507.77701950907,0.0,0.0,True,22.93198142449546,0.0005414014809898729
310006,80pct,A1,2,240600,400,420,240600,252600,42530.709000933566,42507.77701950907,0.0,0.0,True,22.93198142449546,0.0005414014809898729
310006,80pct,A1,3,240600,400,420,240600,252600,42530.709000933566,42507.77701950907,0.0,0.0,True,22.93198142449546,0.0005414014809898729
310006,80pct,A2,1,240600,400,420,240600,252600,42530.709000933566,42516.75877572009,0.0,0.0,True,13.950225213477097,0.00032935106875026316
310006,80pct,A2,2,240600,400,420,240600,252600,42530.709000933566,42506.180459908246,0.0,0.0,True,24.52854102532001,0.0005790946796879891
310006,80pct,A2,3,240600,400,420,240600,252600,42530.709000933566,42516.47872431018,0.0,0.0,True,14.23027662338427,0.00033596280653560304
310006,80pct,A3,1,240600,400,420,240600,252600,42530.709000933566,42515.61193704051,0.0,0.0,True,15.097063893059385,0.0003564267997169337
310006,80pct,A3,2,240600,400,420,240600,252600,42530.709000933566,42504.56143273262,0.0,0.0,True,26.147568200947717,0.0006173183156844577
310006,80pct,A3,3,240600,400,420,240600,252600,42530.709000933566,42510.594287808606,0.0,0.0,True,20.114713124959962,0.00047488855297550276
310006,80pct,A4,1,240600,400,420,240600,252600,42530.709000933566,42513.21066409518,0.0,0.0,True,17.498336838383693,0.00041311848739948196
310006,80pct,A4,2,240600,400,420,240600,252600,42530.709000933566,42509.93519862418,0.0,0.0,True,20.773802309384337,0.0004904489990593553
310006,80pct,A4,3,240600,400,420,240600,252600,42530.709000933566,42502.46880071085,0.0,0.0,True,28.24020022271725,0.0006667232953406271
310006,90pct,A1,1,270600,450,470,270600,282600,42490.3047546734,42470.2450386935,0.0,0.0,True,20.05971597989992,0.0004735901245826596
310006,90pct,A1,2,270600,450,470,270600,282600,42490.3047546734,42470.2450386935,0.0,0.0,True,20.05971597989992,0.0004735901245826596
310006,90pct,A1,3,270600,450,470,270600,282600,42490.3047546734,42470.2450386935,0.0,0.0,True,20.05971597989992,0.0004735901245826596
310006,90pct,A2,1,270600,450,470,270600,282600,42490.3047546734,42471.215525983716,0.0,0.0,True,19.089228689685115,0.0004506778761171654
310006,90pct,A2,2,270600,450,470,270600,282600,42490.3047546734,42469.77911149812,0.0,0.0,True,20.525643175278674,0.00048459020647449594
310006,90pct,A2,3,270600,450,470,270600,282600,42490.3047546734,42474.3610238854,0.0,0.0,True,15.943730787999812,0.00037641577068026327
310006,90pct,A3,1,270600,450,470,270600,282600,42490.3047546734,42471.42321950386,0.0,0.0,True,18.881535169544804,0.0004457744367974449
310006,90pct,A3,2,270600,450,470,270600,282600,42490.3047546734,42461.872490455455,0.0,0.0,True,28.432264217946795,0.0006712577369807657
310006,90pct,A3,3,270600,450,470,270600,282600,42490.3047546734,42462.32140842588,0.0,0.0,True,27.983346247521695,0.000660659226126771
310006,90pct,A4,1,270600,450,470,270600,282600,42490.3047546734,42471.11382201176,0.0,0.0,True,19.190932661644183,0.00045307900666153146
310006,90pct,A4,2,270600,450,470,270600,282600,42490.3047546734,42474.53039703697,0.0,0.0,True,15.774357636430068,0.00037241703749614193
310006,90pct,A4,3,270600,450,470,270600,282600,42490.3047546734,42479.29788203789,0.0,0.0,True,11.006872635509353,0.00025986141518352397
