seed,checkpoint,action,repeat,checkpoint_nfe,start_iteration,end_iteration,start_nfe,end_nfe,before_cost,after_cost,before_cv,after_cv,feasible_after,cost_reward,gap_reward
310029,20pct,A2,3,60600,100,120,60600,72600,43355.63376533508,43247.49795266881,0.0,0.0,True,108.13581266626716,0.002552979964610652
310029,20pct,A3,1,60600,100,120,60600,72600,43355.63376533508,43074.65681809143,0.0,0.0,True,280.97694724364555,0.006633588809697465
310029,20pct,A3,2,60600,100,120,60600,72600,43355.63376533508,43294.23574075325,0.0,0.0,True,61.39802458183112,0.0014495468500139615
310029,20pct,A3,3,60600,100,120,60600,72600,43355.63376533508,43300.235558644505,0.0,0.0,True,55.398206690573716,0.0013078970626769389
310029,20pct,A4,1,60600,100,120,60600,72600,43355.63376533508,43220.13881945643,0.0,0.0,True,135.49494587865047,0.0031989021361662866
310029,20pct,A4,2,60600,100,120,60600,72600,43355.63376533508,43143.098451156446,0.0,0.0,True,212.5353141786327,0.005017749305171147
310029,20pct,A4,3,60600,100,120,60600,72600,43355.63376533508,43122.73600701519,0.0,0.0,True,232.89775831988663,0.005498486543291905
310029,40pct,A1,1,120600,200,220,120600,132600,42695.328308331686,42587.21445373791,0.0,0.0,True,108.11385459377198,0.0025524615561596546
310029,40pct,A1,2,120600,200,220,120600,132600,42695.328308331686,42587.21445373791,0.0,0.0,True,108.11385459377198,0.0025524615561596546
310029,40pct,A1,3,120600,200,220,120600,132600,42695.328308331686,42587.21445373791,0.0,0.0,True,108.11385459377198,0.0025524615561596546
310029,40pct,A2,1,120600,200,220,120600,132600,42695.328308331686,42610.85799067578,0.0,0.0,True,84.47031765590509,0.0019942609507672864
310029,40pct,A2,2,120600,200,220,120600,132600,42695.328308331686,42593.76987754507,0.0,0.0,True,101.55843078661565,0.0023976944607215066
310029,40pct,A2,3,120600,200,220,120600,132600,42695.328308331686,42588.62776407019,0.0,0.0,True,106.70054426149727,0.0025190946920920568
310029,40pct,A3,1,120600,200,220,120600,132600,42695.328308331686,42622.145497773774,0.0,0.0,True,73.18281055791158,0.0017277740325017032
310029,40pct,A3,2,120600,200,220,120600,132600,42695.328308331686,42557.65755163859,0.0,0.0,True,137.6707566930927,0.003250270885141221
310029,40pct,A3,3,120600,200,220,120600,132600,42695.328308331686,42598.12748597366,0.0,0.0,True,97.20082235802693,0.0022948156203308626
310029,40pct,A4,1,120600,200,220,120600,132600,42695.328308331686,42625.1648507084,0.0,0.0,True,70.16345762328274,0.001656490085415777
310029,40pct,A4,2,120600,200,220,120600,132600,42695.328308331686,42602.11413962509,0.0,0.0,True,93.21416870659596,0.002200694656637212
310029,40pct,A4,3,120600,200,220,120600,132600,42695.328308331686,42625.46803726573,0.0,0.0,True,69.8602710659543,0.0016493321496004925
310029,60pct,A1,1,180600,300,320,180600,192600,42411.82071794293,42401.54178942427,0.0,0.0,True,10.278928518659086,0.00024267537200455902
310029,60pct,A1,2,180600,300,320,180600,192600,42411.82071794293,42401.54178942427,0.0,0.0,True,10.278928518659086,0.00024267537200455902
310029,60pct,A1,3,180600,300,320,180600,192600,42411.82071794293,42401.54178942427,0.0,0.0,True,10.278928518659086,0.00024267537200455902
310029,60pct,A2,1,180600,300,320,180600,192600,42411.82071794293,42403.981404579245,0.0,0.0,True,7.8393133636855055,0.00018507846254006894
