hour,p_vital_mw,p_nonvital_mw,p_load_mw,p_pv_mw,v_kn,p_propulsion_mw,p_ess_mw,energy_ess_mwh,soc,p_g1_mw,p_g2_mw,eeoi,co2_g1,co2_g2,cost_g1,cost_g2,cost_ess,cost_pv
0,5.500000,1.400000,6.900000,0.000000,10.712808190324,2.704784493902,0.013013999142,37.486301053534,0.499817347380,3.916939656130,5.674830838630,7.387845665519,696.292016203091,886.599454885270,676.454687380470,802.550469853491,1.000728265947,0.000000000000
1,7.300000,1.900000,9.200000,0.000000,10.250743083014,2.369674675406,0.374242422386,37.092361661549,0.494564822154,4.255931179373,6.939501073646,8.682248195006,737.084139541828,1042.905773057376,716.539526798793,951.268766615500,1.602246780068,0.000000000000
2,7.900000,2.000000,9.900000,0.000000,10.053222451629,2.235314103283,0.665760558184,36.391561073986,0.485220814320,4.337534486242,7.132019058857,9.029571615586,747.367118023433,1068.158723864427,726.635084286248,975.366609511283,2.905919619586,0.000000000000
3,9.700000,2.400000,12.100000,0.000000,9.614092602258,1.955003699424,1.225766300476,35.101280757696,0.468017076769,4.572319182414,8.256918216534,10.408552057746,777.955578353438,1223.420088418500,756.647165365329,1123.878579119297,7.460763000542,0.000000000000
4,10.200000,2.600000,12.800000,0.000000,9.445697663524,1.854064347239,1.684495370766,33.328127735837,0.444375036478,4.712999318949,8.256569657523,10.694640571723,796.996888025110,1223.369941185915,775.316705372801,1123.830523240776,13.201356012771,0.000000000000
5,12.100000,3.100000,15.200000,0.600000,9.296257067342,1.767449666569,2.186478597839,31.026571317059,0.413687617561,5.112582284444,9.068388784286,11.819744145211,853.995540649842,1343.592060232006,831.151456411124,1239.181727526290,21.556961232874,6.120000000000
6,13.000000,3.300000,16.300000,1.050000,9.255892213422,1.744526401567,2.137761567300,28.776295983059,0.383683946441,5.291968459061,9.564796375206,12.432448936520,880.986241908500,1420.481904197519,857.567713740774,1313.093125946284,20.651105430092,10.710000000000
7,12.000000,3.000000,15.000000,1.400000,9.527217307366,1.902483480509,1.543465816775,27.151595123295,0.362021268311,5.160700603783,8.798317059951,11.356865979335,861.150220783243,1302.836381531823,838.155206629867,1200.046479172115,11.243832928481,14.280000000000
8,12.100000,3.000000,15.100000,2.250000,9.347406189534,1.796784641327,0.958570998055,26.142573020079,0.348567640268,5.006885977267,8.681327666005,11.360993673662,838.499106828912,1285.417344859917,815.978425188770,1183.329378863887,4.951090940745,22.950000000000
9,11.300000,2.900000,14.200000,1.550000,9.401526481499,1.828175151944,1.134320371615,24.948551576274,0.332647354350,4.826529569071,8.517325211259,11.030075835253,812.753029385753,1261.237971775623,790.758394683337,1160.134020508069,6.532735633479,15.810000000000
10,9.200000,2.300000,11.500000,1.650000,10.091479443409,2.260930437094,0.334034845168,24.596935949782,0.327959145997,4.443250715599,7.333644876327,9.195755509032,760.955945598549,1095.019608121783,739.971208568911,1001.017738863821,1.479790894481,16.830000000000
11,11.500000,3.000000,14.500000,2.050000,9.802981600864,2.072512904510,1.064418932346,23.476494968365,0.313019932912,5.041618027073,8.416475945090,10.660360473937,843.557996738052,1246.508354953536,820.932276626743,1146.009499282993,5.871846953208,20.910000000000
12,9.200000,2.300000,11.500000,2.050000,10.387188282046,2.465566340219,0.544445698592,22.903394233005,0.305378589773,4.399730558183,6.971390083444,8.676011867649,755.325296874092,1047.062079256589,734.445943498153,955.233738755924,2.274610810474,20.910000000000
13,10.200000,2.600000,12.800000,3.500000,10.324836126467,2.421431472758,0.418103282920,22.463285514142,0.299510473522,4.415792987851,6.887535201988,8.685623954490,757.397503984495,1036.155375740087,736.479476104420,944.830164528162,1.751684527310,35.700000000000
14,11.300000,2.800000,14.100000,4.200000,9.895408835175,2.131689308650,0.743171323843,21.680999910097,0.289079998801,4.430454531883,6.858063452924,9.052857508291,759.295064666383,1032.339458756127,738.341510050609,941.191078038583,3.374905551306,42.840000000000
15,10.100000,2.600000,12.700000,1.700000,9.727406150284,2.024947785411,1.197574014128,20.420395684700,0.272271942463,4.457584509907,7.369789261377,9.574500778871,762.821650549016,1099.879504696765,741.801789737350,1005.660769128506,7.166989133048,17.340000000000
16,9.200000,2.300000,11.500000,1.650000,10.085220923655,2.256726503234,0.571569315369,19.818743773785,0.264249916984,4.366285598657,7.168871589208,9.043280456106,751.032930028607,1073.036695459363,730.233276261401,980.023465924114,2.404773373767,16.830000000000
17,9.600000,2.400000,12.000000,1.150000,10.009213979705,2.206086831556,1.500806919975,18.238947015916,0.243185960212,4.434315609606,7.120964301975,9.124062939795,759.795747591631,1066.698218982498,738.832801348045,973.972433170651,10.685412067495,11.730000000000
18,9.200000,2.300000,11.500000,0.000000,9.847938200898,2.101157581377,1.230435367865,16.943751891848,0.225916691891,4.579542021192,7.791180192320,9.831812216622,778.920189384115,1157.541392858343,757.593170864567,1060.794311704425,7.510076136319,0.000000000000
19,8.900000,2.300000,11.200000,0.000000,9.816237207510,2.080931643401,1.343309866880,15.529741505658,0.207063220075,4.474516363629,7.463105412892,9.563349192200,765.032668929484,1112.489414448208,743.971053312550,1017.710781970856,8.759270013369,0.000000000000
20,6.800000,1.700000,8.500000,0.000000,10.633106078501,2.644862630127,0.399717144703,15.108986616497,0.201453154887,4.199021283838,6.546124201586,8.099813399103,730.019239357059,992.504262417424,709.601392053673,903.227517207909,1.687027321808,0.000000000000
21,5.400000,1.300000,6.700000,0.000000,10.752368792431,2.734860230739,0.078906315570,15.025927336950,0.200345697826,3.743942883744,5.612011031425,7.235332667714,676.670391113437,879.268912470153,657.149722722555,795.596846281605,1.026772688538,0.000000000000
22,4.800000,1.300000,6.100000,0.000000,10.721751129145,2.711563926503,0.007851976357,15.017662098680,0.200235494649,3.636449692384,5.167262257762,6.964485800252,664.885342854615,828.544327000714,645.546359056762,747.540753454144,1.000265110191,0.000000000000
23,2.800000,0.700000,3.500000,0.000000,11.000000000000,2.928200000000,0.006347699106,15.010980310147,0.200146404135,2.940960160378,3.480892140516,5.686693400994,596.174431580378,654.898116638202,577.731728568669,584.012763795108,1.000173261121,0.000000000000
