iteration,population,epsilon,feasible_ratio,best_cost,minimum_cv,best_cv,total_load_shedding,peak_load_shedding,minimum_ess_energy
45,546,4.171295710236864,0.0,24836.813190617817,2.340670701923639,0.0,1.4391291167919973,1.278955892941898,3.0
46,545,4.379860495749707,0.0,24836.813190617817,2.499588289144726,0.0,1.4391291167919973,1.278955892941898,3.0
47,544,4.598853520538192,0.0,24836.813190617817,2.5299978630949065,0.0,1.4391291167919973,1.278955892941898,3.0
48,543,4.828796196566102,0.0,24836.813190617817,2.6218780645484165,0.0,1.4391291167919973,1.278955892941898,3.0
49,542,4.839645319152206,0.0,24836.813190617817,2.6570762054191,0.0,1.4391291167919973,1.278955892941898,3.0
50,540,4.839645319152206,0.0,24836.813190617817,2.6570762054191,0.0,1.4391291167919973,1.278955892941898,3.0
51,539,4.839645319152206,0.0,24836.813190617817,2.6782488235814554,0.0,1.4391291167919973,1.278955892941898,3.0
52,538,4.839645319152206,0.0,24836.813190617817,2.693255047122237,0.0,1.4391291167919973,1.278955892941898,3.0
53,537,4.839645319152206,0.0,24836.813190617817,2.693255047122237,0.0,1.4391291167919973,1.278955892941898,3.0
54,536,4.839645319152206,0.0,24836.813190617817,2.794296834615815,0.0,1.4391291167919973,1.278955892941898,3.0
55,534,4.839645319152206,0.0,24836.813190617817,2.7979505631227983,0.0,1.4391291167919973,1.278955892941898,3.0
56,533,4.839645319152206,0.0,24836.813190617817,2.781866726620421,0.0,1.4391291167919973,1.278955892941898,3.0
57,532,4.839645319152206,0.0,24836.813190617817,2.7843099365629334,0.0,1.4391291167919973,1.278955892941898,3.0
58,531,4.839645319152206,0.0,24836.813190617817,2.8204481901885314,0.0,1.4391291167919973,1.278955892941898,3.0
59,530,4.839645319152206,0.0,24836.813190617817,2.8527610123359706,0.0,1.4391291167919973,1.278955892941898,3.0
60,528,4.839645319152206,0.0,24836.813190617817,2.8527610123359706,0.0,1.4391291167919973,1.278955892941898,3.0
61,527,4.839645319152206,0.0,24836.813190617817,2.8527610123359706,0.0,1.4391291167919973,1.278955892941898,3.0
62,526,4.839645319152206,0.0,24836.813190617817,2.8756507027122735,0.0,1.4391291167919973,1.278955892941898,3.0
63,525,4.839645319152206,0.0,24836.813190617817,2.8947656599759304,0.0,1.4391291167919973,1.278955892941898,3.0
64,524,4.839645319152206,0.0,24836.813190617817,2.903301827213552,0.0,1.4391291167919973,1.278955892941898,3.0
65,523,4.839645319152206,0.0,24836.813190617817,2.8914920792453236,0.0,1.4391291167919973,1.278955892941898,3.0
66,521,4.839645319152206,0.0,24836.813190617817,2.9090864073032914,0.0,1.4391291167919973,1.278955892941898,3.0
67,520,4.839645319152206,0.0,24836.813190617817,2.9103321225893306,0.0,1.4391291167919973,1.278955892941898,3.0
68,519,4.839645319152206,0.0,24836.813190617817,2.9122851943684553,0.0,1.4391291167919973,1.278955892941898,3.0
69,518,4.839645319152206,0.0,24836.813190617817,2.936133448493925,0.0,1.4391291167919973,1.278955892941898,3.0
70,517,4.839645319152206,0.0,24836.813190617817,2.936133448493925,0.0,1.4391291167919973,1.278955892941898,3.0
71,515,4.839645319152206,0.0,24836.813190617817,2.936133448493925,0.0,1.4391291167919973,1.278955892941898,3.0
72,514,4.839645319152206,0.0,24836.813190617817,2.9455847950375116,0.0,1.4391291167919973,1.278955892941898,3.0
73,513,4.839645319152206,0.0,24836.813190617817,2.9509901343360783,0.0,1.4391291167919973,1.278955892941898,3.0
74,512,4.839645319152206,0.0,24836.813190617817,2.9597476207475477,0.0,1.4391291167919973,1.278955892941898,3.0
75,511,4.839645319152206,0.0,24836.813190617817,2.9616119459508656,0.0,1.4391291167919973,1.278955892941898,3.0
76,509,4.839645319152206,0.0,24836.813190617817,2.9711379944448613,0.0,1.4391291167919973,1.278955892941898,3.0
77,508,4.839645319152206,0.0,24836.813190617817,2.973930815892122,0.0,1.4391291167919973,1.278955892941898,3.0
78,507,4.839645319152206,0.0,24836.813190617817,2.981233481720647,0.0,1.4391291167919973,1.278955892941898,3.0
79,506,4.839645319152206,0.0,24836.813190617817,2.981233481720647,0.0,1.4391291167919973,1.278955892941898,3.0
80,505,4.839645319152206,0.0,24836.813190617817,2.990709488252302,0.0,1.4391291167919973,1.278955892941898,3.0
81,503,4.839645319152206,0.0,24836.813190617817,2.992651627548721,0.0,1.4391291167919973,1.278955892941898,3.0
82,502,4.839645319152206,0.0,24836.813190617817,2.996940654560057,0.0,1.4391291167919973,1.278955892941898,3.0
83,501,4.839645319152206,0.0,24836.813190617817,2.9933142245200455,0.0,1.4391291167919973,1.278955892941898,3.0
84,500,4.839645319152206,0.0,24836.813190617817,2.996855678946753,0.0,1.4391291167919973,1.278955892941898,3.0
85,499,4.839645319152206,0.0,24836.813190617817,2.996855678946753,0.0,1.4391291167919973,1.278955892941898,3.0
86,497,4.839645319152206,0.0,24836.813190617817,3.0022681244538374,0.0,1.4391291167919973,1.278955892941898,3.0
87,496,4.839645319152206,0.0,24836.813190617817,3.000753101543335,0.0,1.4391291167919973,1.278955892941898,3.0
88,495,4.839645319152206,0.0,24836.813190617817,3.0040626365739476,0.0,1.4391291167919973,1.278955892941898,3.0
89,494,4.839645319152206,0.0,24836.813190617817,3.005612463016314,0.0,1.4391291167919973,1.278955892941898,3.0
90,493,4.839645319152206,0.0,24836.813190617817,3.006853857076707,0.0,1.4391291167919973,1.278955892941898,3.0
91,492,4.839645319152206,0.0,24836.813190617817,3.006853857076707,0.0,1.4391291167919973,1.278955892941898,3.0
92,490,4.839645319152206,0.0,24836.813190617817,3.011412392439191,0.0,1.4391291167919973,1.278955892941898,3.0
93,489,4.839645319152206,0.0,24836.813190617817,3.011412392439191,0.0,1.4391291167919973,1.278955892941898,3.0
94,488,4.839645319152206,0.0,24836.813190617817,3.011412392439191,0.0,1.4391291167919973,1.278955892941898,3.0
95,487,4.839645319152206,0.0,24836.813190617817,3.0153455569047445,0.0,1.4391291167919973,1.278955892941898,3.0
96,486,4.839645319152206,0.0,24836.813190617817,3.0153455569047445,0.0,1.4391291167919973,1.278955892941898,3.0
97,484,4.839645319152206,0.0,24836.813190617817,3.0175672734369754,0.0,1.4391291167919973,1.278955892941898,3.0
98,483,4.839645319152206,0.0,24836.813190617817,3.0175672734369754,0.0,1.4391291167919973,1.278955892941898,3.0
99,482,4.839645319152206,0.0,24836.813190617817,3.0182955380235823,0.0,1.4391291167919973,1.278955892941898,3.0
100,481,4.839645319152206,0.0,24836.813190617817,3.0182955380235823,0.0,1.4391291167919973,1.278955892941898,3.0
101,480,4.839645319152206,0.0,24836.813190617817,3.0188690132535125,0.0,1.4391291167919973,1.278955892941898,3.0
102,478,4.839645319152206,0.0,24836.813190617817,3.019682136480803,0.0,1.4391291167919973,1.278955892941898,3.0
103,477,4.839645319152206,0.0,24836.813190617817,3.0216999881951017,0.0,1.4391291167919973,1.278955892941898,3.0
104,476,4.839645319152206,0.0,24836.813190617817,3.0231450877767925,0.0,1.4391291167919973,1.278955892941898,3.0
105,475,4.839645319152206,0.0,24836.813190617817,3.0231450877767925,0.0,1.4391291167919973,1.278955892941898,3.0
106,474,4.839645319152206,0.0,24836.813190617817,3.023685176351088,0.0,1.4391291167919973,1.278955892941898,3.0
107,472,4.839645319152206,0.0,24836.813190617817,3.024655486815912,0.0,1.4391291167919973,1.278955892941898,3.0
108,471,4.839645319152206,0.0,24836.813190617817,3.025965218861799,0.0,1.4391291167919973,1.278955892941898,3.0
109,470,4.839645319152206,0.0,24836.813190617817,3.025963082719244,0.0,1.4391291167919973,1.278955892941898,3.0
110,469,4.839645319152206,0.0,24836.813190617817,3.026911630684907,0.0,1.4391291167919973,1.278955892941898,3.0
111,468,4.839645319152206,0.0,24836.813190617817,3.026911630684907,0.0,1.4391291167919973,1.278955892941898,3.0
112,466,4.839645319152206,0.0,24836.813190617817,3.0280755689718326,0.0,1.4391291167919973,1.278955892941898,3.0
113,465,4.839645319152206,0.0,24836.813190617817,3.028595487757592,0.0,1.4391291167919973,1.278955892941898,3.0
114,464,4.839645319152206,0.0,24836.813190617817,3.02895500359261,0.0,1.4391291167919973,1.278955892941898,3.0
115,463,4.839645319152206,0.0,24836.813190617817,3.0300429726369287,0.0,1.4391291167919973,1.278955892941898,3.0
116,462,4.839645319152206,0.0,24836.813190617817,3.0300429726369287,0.0,1.4391291167919973,1.278955892941898,3.0
117,461,4.839645319152206,0.0,24836.813190617817,3.0299525025560263,0.0,1.4391291167919973,1.278955892941898,3.0
118,459,4.839645319152206,0.0,24836.813190617817,3.0300816479783212,0.0,1.4391291167919973,1.278955892941898,3.0
119,458,4.839645319152206,0.0,24836.813190617817,3.0297840688699234,0.0,1.4391291167919973,1.278955892941898,3.0
120,457,4.839645319152206,0.0,24836.813190617817,3.031179680476889,0.0,1.4391291167919973,1.278955892941898,3.0
121,456,4.839645319152206,0.0,24836.813190617817,3.030965868028532,0.0,1.4391291167919973,1.278955892941898,3.0
122,455,4.839645319152206,0.0,24836.813190617817,3.0316026241154583,0.0,1.4391291167919973,1.278955892941898,3.0
123,453,4.839645319152206,0.0,24836.813190617817,3.0316026241154583,0.0,1.4391291167919973,1.278955892941898,3.0
124,452,4.839645319152206,0.0,24836.813190617817,3.0321783012846715,0.0,1.4391291167919973,1.278955892941898,3.0
125,451,4.839645319152206,0.0,24836.813190617817,3.0321783012846715,0.0,1.4391291167919973,1.278955892941898,3.0
126,450,4.839645319152206,0.0,24836.813190617817,3.0326791546046445,0.0,1.4391291167919973,1.278955892941898,3.0
127,449,4.839645319152206,0.0,24836.813190617817,3.03265958542769,0.0,1.4391291167919973,1.278955892941898,3.0
128,447,4.839645319152206,0.0,24836.813190617817,3.0328707128898054,0.0,1.4391291167919973,1.278955892941898,3.0
129,446,4.839645319152206,0.0,24836.813190617817,3.0330171946832767,0.0,1.4391291167919973,1.278955892941898,3.0
130,445,4.839645319152206,0.0,24836.813190617817,3.0330694339323605,0.0,1.4391291167919973,1.278955892941898,3.0
131,444,4.839645319152206,0.0,24836.813190617817,3.0331950013169955,0.0,1.4391291167919973,1.278955892941898,3.0
132,443,4.839645319152206,0.0,24836.813190617817,3.0331950013169955,0.0,1.4391291167919973,1.278955892941898,3.0
133,441,4.839645319152206,0.0,24836.813190617817,3.0334553687209107,0.0,1.4391291167919973,1.278955892941898,3.0
134,440,4.839645319152206,0.0,24836.813190617817,3.0334553687209107,0.0,1.4391291167919973,1.278955892941898,3.0
135,439,4.839645319152206,0.0,24836.813190617817,3.0337721100890684,0.0,1.4391291167919973,1.278955892941898,3.0
136,438,4.839645319152206,0.0,24836.813190617817,3.0337982850571805,0.0,1.4391291167919973,1.278955892941898,3.0
137,437,4.839645319152206,0.0,24836.813190617817,3.033900091114339,0.0,1.4391291167919973,1.278955892941898,3.0
138,436,4.839645319152206,0.0,24836.813190617817,3.033965739208341,0.0,1.4391291167919973,1.278955892941898,3.0
139,434,4.839645319152206,0.0,24836.813190617817,3.0342022182284922,0.0,1.4391291167919973,1.278955892941898,3.0
140,433,4.839645319152206,0.0,24836.813190617817,3.0342022182284922,0.0,1.4391291167919973,1.278955892941898,3.0
141,432,4.839645319152206,0.0,24836.813190617817,3.0342022182284922,0.0,1.4391291167919973,1.278955892941898,3.0
142,431,4.839645319152206,0.0,24836.813190617817,3.0342022182284922,0.0,1.4391291167919973,1.278955892941898,3.0
143,430,4.839645319152206,0.0,24836.813190617817,3.0344456366858967,0.0,1.4391291167919973,1.278955892941898,3.0
144,428,4.839645319152206,0.0,24836.813190617817,3.0343350390754784,0.0,1.4391291167919973,1.278955892941898,3.0
145,427,4.839645319152206,0.0,24836.813190617817,3.0346243928107706,0.0,1.4391291167919973,1.278955892941898,3.0
146,426,4.839645319152206,0.0,24836.813190617817,3.034539731283079,0.0,1.4391291167919973,1.278955892941898,3.0
147,425,4.839645319152206,0.0,24836.813190617817,3.034539731283079,0.0,1.4391291167919973,1.278955892941898,3.0
148,424,4.839645319152206,0.0,24836.813190617817,3.034539731283079,0.0,1.4391291167919973,1.278955892941898,3.0
149,422,4.839645319152206,0.0,24836.813190617817,3.03481377408231,0.0,1.4391291167919973,1.278955892941898,3.0
150,421,4.839645319152206,0.0,24836.813190617817,3.03481377408231,0.0,1.4391291167919973,1.278955892941898,3.0
151,420,4.839645319152206,0.0,24836.813190617817,3.034843503788359,0.0,1.4391291167919973,1.278955892941898,3.0
152,419,4.839645319152206,0.0,24836.813190617817,3.034847985354826,0.0,1.4391291167919973,1.278955892941898,3.0
153,418,4.839645319152206,0.0,24836.813190617817,3.034847985354826,0.0,1.4391291167919973,1.278955892941898,3.0
154,416,4.839645319152206,0.0,24836.813190617817,3.0348381658617622,0.0,1.4391291167919973,1.278955892941898,3.0
155,415,4.839645319152206,0.0,24836.813190617817,3.034915797735792,0.0,1.4391291167919973,1.278955892941898,3.0
156,414,4.839645319152206,0.0,24836.813190617817,3.03498480121279,0.0,1.4391291167919973,1.278955892941898,3.0
157,413,4.839645319152206,0.0,24836.813190617817,3.034984555245896,0.0,1.4391291167919973,1.278955892941898,3.0
158,412,4.839645319152206,0.0,24836.813190617817,3.034984555245896,0.0,1.4391291167919973,1.278955892941898,3.0
159,410,4.839645319152206,0.0,24836.813190617817,3.035077177737155,0.0,1.4391291167919973,1.278955892941898,3.0
160,409,4.839645319152206,0.0,24836.813190617817,3.035077177737155,0.0,1.4391291167919973,1.278955892941898,3.0
161,408,4.839645319152206,0.0,24836.813190617817,3.035077177737155,0.0,1.4391291167919973,1.278955892941898,3.0
162,407,4.839645319152206,0.0,24836.813190617817,3.0350895950818613,0.0,1.4391291167919973,1.278955892941898,3.0
163,406,4.839645319152206,0.0,24836.813190617817,3.0351494617503603,0.0,1.4391291167919973,1.278955892941898,3.0
164,405,4.839645319152206,0.0,24836.813190617817,3.0351494617503603,0.0,1.4391291167919973,1.278955892941898,3.0
165,403,4.839645319152206,0.0,24836.813190617817,3.0351666267659834,0.0,1.4391291167919973,1.278955892941898,3.0
166,402,4.839645319152206,0.0,24836.813190617817,3.0351666267659834,0.0,1.4391291167919973,1.278955892941898,3.0
167,401,4.839645319152206,0.0,24836.813190617817,3.035194092926923,0.0,1.4391291167919973,1.278955892941898,3.0
168,400,4.839645319152206,0.0,24836.813190617817,3.035222406278518,0.0,1.4391291167919973,1.278955892941898,3.0
169,399,4.839645319152206,0.0,24836.813190617817,3.0351960719298186,0.0,1.4391291167919973,1.278955892941898,3.0
170,397,4.839645319152206,0.0,24836.813190617817,3.0351960719298186,0.0,1.4391291167919973,1.278955892941898,3.0
171,396,4.839645319152206,0.0,24836.813190617817,3.0351960719298186,0.0,1.4391291167919973,1.278955892941898,3.0
172,395,4.839645319152206,0.0,24836.813190617817,3.0352619720922305,0.0,1.4391291167919973,1.278955892941898,3.0
173,394,4.839645319152206,0.0,24836.813190617817,3.0352615065797846,0.0,1.4391291167919973,1.278955892941898,3.0
174,393,4.839645319152206,0.0,24836.813190617817,3.0352615065797846,0.0,1.4391291167919973,1.278955892941898,3.0
175,391,4.839645319152206,0.0,24836.813190617817,3.0352964241009857,0.0,1.4391291167919973,1.278955892941898,3.0
176,390,4.839645319152206,0.0,24836.813190617817,3.0352964241009857,0.0,1.4391291167919973,1.278955892941898,3.0
177,389,4.839645319152206,0.0,24836.813190617817,3.035297211867567,0.0,1.4391291167919973,1.278955892941898,3.0
178,388,4.839645319152206,0.0,24836.813190617817,3.0353185510296163,0.0,1.4391291167919973,1.278955892941898,3.0
179,387,4.839645319152206,0.0,24836.813190617817,3.035316444179316,0.0,1.4391291167919973,1.278955892941898,3.0
180,385,4.839645319152206,0.0,24836.813190617817,3.035316444179316,0.0,1.4391291167919973,1.278955892941898,3.0
181,384,4.839645319152206,0.0,24836.813190617817,3.035324295621244,0.0,1.4391291167919973,1.278955892941898,3.0
182,383,4.839645319152206,0.0,24836.813190617817,3.0353383055228855,0.0,1.4391291167919973,1.278955892941898,3.0
183,382,4.839645319152206,0.0,24836.813190617817,3.035336873219852,0.0,1.4391291167919973,1.278955892941898,3.0
184,381,4.839645319152206,0.0,24836.813190617817,3.035333672149558,0.0,1.4391291167919973,1.278955892941898,3.0
185,379,4.839645319152206,0.0,24836.813190617817,3.035343938219561,0.0,1.4391291167919973,1.278955892941898,3.0
186,378,4.839645319152206,0.0,24836.813190617817,3.035343938219561,0.0,1.4391291167919973,1.278955892941898,3.0
187,377,4.839645319152206,0.0,24836.813190617817,3.0353471865699446,0.0,1.4391291167919973,1.278955892941898,3.0
188,376,4.839645319152206,0.0,24836.813190617817,3.0353471865699446,0.0,1.4391291167919973,1.278955892941898,3.0
189,375,4.839645319152206,0.0,24836.813190617817,3.0353600010889883,0.0,1.4391291167919973,1.278955892941898,3.0
190,374,4.839645319152206,0.0,24836.813190617817,3.0353613240803434,0.0,1.4391291167919973,1.278955892941898,3.0
191,372,4.839645319152206,0.0,24836.813190617817,3.0353645592757297,0.0,1.4391291167919973,1.278955892941898,3.0
192,371,4.839645319152206,0.0,24836.813190617817,3.035363818400553,0.0,1.4391291167919973,1.278955892941898,3.0
193,370,4.839645319152206,0.0,24836.813190617817,3.0353678185466895,0.0,1.4391291167919973,1.278955892941898,3.0
194,369,4.839645319152206,0.0,24836.813190617817,3.0353703419200864,0.0,1.4391291167919973,1.278955892941898,3.0
195,368,4.839645319152206,0.0,24836.813190617817,3.035372065827783,0.0,1.4391291167919973,1.278955892941898,3.0
196,366,4.839645319152206,0.0,24836.813190617817,3.035372065827783,0.0,1.4391291167919973,1.278955892941898,3.0
197,365,4.839645319152206,0.0,24836.813190617817,3.035372065827783,0.0,1.4391291167919973,1.278955892941898,3.0
198,364,4.839645319152206,0.0,24836.813190617817,3.035383198339611,0.0,1.4391291167919973,1.278955892941898,3.0
199,363,4.839645319152206,0.0,24836.813190617817,3.0353811477751482,0.0,1.4391291167919973,1.278955892941898,3.0
200,362,4.839645319152206,0.0,24836.813190617817,3.0353834577609353,0.0,1.4391291167919973,1.278955892941898,3.0
201,360,4.839645319152206,0.0,24836.813190617817,3.035384501677382,0.0,1.4391291167919973,1.278955892941898,3.0
202,359,4.839645319152206,0.0,24836.813190617817,3.035382568001784,0.0,1.4391291167919973,1.278955892941898,3.0
203,358,4.839645319152206,0.0,24836.813190617817,3.0353836795430045,0.0,1.4391291167919973,1.278955892941898,3.0
204,357,4.839645319152206,0.0,24836.813190617817,3.035388281850121,0.0,1.4391291167919973,1.278955892941898,3.0
205,356,4.839645319152206,0.0,24836.813190617817,3.0353887444237415,0.0,1.4391291167919973,1.278955892941898,3.0
206,354,4.839645319152206,0.0,24836.813190617817,3.0353887444237415,0.0,1.4391291167919973,1.278955892941898,3.0
207,353,4.839645319152206,0.0,24836.813190617817,3.0353920828186807,0.0,1.4391291167919973,1.278955892941898,3.0
208,352,4.839645319152206,0.0,24836.813190617817,3.0353920828186807,0.0,1.4391291167919973,1.278955892941898,3.0
209,351,4.839645319152206,0.0,24836.813190617817,3.035395129116564,0.0,1.4391291167919973,1.278955892941898,3.0
210,350,4.839645319152206,0.0,24836.813190617817,3.0353900920390053,0.0,1.4391291167919973,1.278955892941898,3.0
211,348,4.839645319152206,0.0,24836.813190617817,3.0353954537047394,0.0,1.4391291167919973,1.278955892941898,3.0
212,347,4.839645319152206,0.0,24836.813190617817,3.0353954537047394,0.0,1.4391291167919973,1.278955892941898,3.0
213,346,4.839645319152206,0.0,24836.813190617817,3.0353954537047394,0.0,1.4391291167919973,1.278955892941898,3.0
214,345,4.839645319152206,0.0,24836.813190617817,3.0353954537047394,0.0,1.4391291167919973,1.278955892941898,3.0
215,344,4.839645319152206,0.0,24836.813190617817,3.0353960408384584,0.0,1.4391291167919973,1.278955892941898,3.0
216,343,4.839645319152206,0.0,24836.813190617817,3.0353941039152215,0.0,1.4391291167919973,1.278955892941898,3.0
217,341,4.839645319152206,0.0,24836.813190617817,3.035399625789138,0.0,1.4391291167919973,1.278955892941898,3.0
218,340,4.839645319152206,0.0,24836.813190617817,3.035399379877082,0.0,1.4391291167919973,1.278955892941898,3.0
219,339,4.839645319152206,0.0,24836.813190617817,3.0353999354606147,0.0,1.4391291167919973,1.278955892941898,3.0
220,338,4.839645319152206,0.0,24836.813190617817,3.035401457695662,0.0,1.4391291167919973,1.278955892941898,3.0
221,337,4.839645319152206,0.0,24836.813190617817,3.035402864522664,0.0,1.4391291167919973,1.278955892941898,3.0
222,335,4.839645319152206,0.0,24836.813190617817,3.0354016583342576,0.0,1.4391291167919973,1.278955892941898,3.0
223,334,4.839645319152206,0.0,24836.813190617817,3.035402575949302,0.0,1.4391291167919973,1.278955892941898,3.0
224,333,4.839645319152206,0.0,24836.813190617817,3.035402575949302,0.0,1.4391291167919973,1.278955892941898,3.0
225,332,4.839645319152206,0.0,24836.813190617817,3.0354042931761755,0.0,1.4391291167919973,1.278955892941898,3.0
226,331,4.839645319152206,0.0,24836.813190617817,3.035402413913051,0.0,1.4391291167919973,1.278955892941898,3.0
227,329,4.839645319152206,0.0,24836.813190617817,3.035404441162071,0.0,1.4391291167919973,1.278955892941898,3.0
228,328,4.839645319152206,0.0,24836.813190617817,3.035404441162071,0.0,1.4391291167919973,1.278955892941898,3.0
229,327,4.839645319152206,0.0,24836.813190617817,3.035405724589186,0.0,1.4391291167919973,1.278955892941898,3.0
230,326,4.839645319152206,0.0,24836.813190617817,3.0354055703394103,0.0,1.4391291167919973,1.278955892941898,3.0
231,325,4.839645319152206,0.0,24836.813190617817,3.035405724589186,0.0,1.4391291167919973,1.278955892941898,3.0
232,323,4.839645319152206,0.0,24836.813190617817,3.0354059196741123,0.0,1.4391291167919973,1.278955892941898,3.0
233,322,4.839645319152206,0.0,24836.813190617817,3.035406220781411,0.0,1.4391291167919973,1.278955892941898,3.0
234,321,4.839645319152206,0.0,24836.813190617817,3.0354067995461023,0.0,1.4391291167919973,1.278955892941898,3.0
235,320,4.839645319152206,0.0,24836.813190617817,3.035407000623882,0.0,1.4391291167919973,1.278955892941898,3.0
236,319,4.839645319152206,0.0,24836.813190617817,3.035407166452576,0.0,1.4391291167919973,1.278955892941898,3.0
237,317,4.839645319152206,0.0,24836.813190617817,3.035407073444653,0.0,1.4391291167919973,1.278955892941898,3.0
238,316,4.839645319152206,0.0,24836.813190617817,3.035407073444653,0.0,1.4391291167919973,1.278955892941898,3.0
239,315,4.839645319152206,0.0,24836.813190617817,3.0354072898179583,0.0,1.4391291167919973,1.278955892941898,3.0
