hour,p_vital_mw,p_nonvital_mw,p_load_mw,p_pv_mw,v_kn,p_propulsion_mw,p_ess_mw,energy_ess_mwh,soc,p_g1_mw,p_g2_mw,eeoi,co2_g1,co2_g2,cost_g1,cost_g2,cost_ess,cost_pv
0,5.500000,1.400000,6.900000,0.000000,10.882903583669,2.835678729685,0.032139991479,37.466168430022,0.499548912400,3.867194157733,5.836344580473,7.333530811512,690.567015400968,905.635159589920,670.823808389632,820.617092107082,1.004441809925,0.000000000000
1,7.300000,1.900000,9.200000,0.000000,10.369334153843,2.452874286935,0.539848558963,36.897906789008,0.491972090520,4.265273037138,6.847752690834,8.531207347769,738.252210469396,1031.006584025431,717.686479503004,939.920067880429,2.253176806443,0.000000000000
2,7.900000,2.000000,9.900000,0.000000,10.262980190635,2.378171404284,0.604902986703,36.261166803004,0.483482224040,4.220645431458,7.452622986122,8.982584805227,732.693400398773,1111.068397936163,712.227767332645,1016.352660019428,2.573402780288,0.000000000000
3,9.700000,2.400000,12.100000,0.000000,9.676202853361,1.993138939866,1.169320461533,35.030303159285,0.467070708790,4.840188342593,8.083630135740,10.403445809220,814.672096514845,1198.644943964420,792.638761604145,1100.143163149980,6.879434469568,0.000000000000
4,10.200000,2.600000,12.800000,0.000000,9.487023790918,1.878506273805,1.907268834710,33.022651754327,0.440302023391,4.687628344664,8.083609094430,10.499422080114,793.523386665567,1198.641954633059,771.911713606046,1100.140300066476,16.641999953788,0.000000000000
5,12.100000,3.100000,15.200000,0.600000,9.243190942665,1.737354544992,1.476504659166,31.468436323626,0.419579150982,5.332330318336,9.528519567490,12.452166111078,887.178882605315,1414.776097684270,863.626669930064,1307.604980279329,10.374283836716,6.120000000000
6,13.000000,3.300000,16.300000,1.050000,9.262904039183,1.748494117648,2.328274054573,29.017621529339,0.386901620391,5.330973904042,9.339246159033,12.265042484770,886.970056375767,1385.228175082742,863.422362801061,1279.192698128546,24.309698314742,10.710000000000
7,12.000000,3.000000,15.000000,1.400000,9.356170895977,1.801843711445,1.920680857791,26.995852205348,0.359944696071,4.961243245334,8.519919608319,11.187904036710,831.900548734846,1261.618293970097,809.516067955829,1160.498776320181,16.862764317190,14.280000000000
8,12.100000,3.000000,15.100000,2.250000,9.640435267693,1.971117933922,1.105406348878,25.832266574951,0.344430220999,5.115083371539,8.600628213505,11.036070737998,854.365885335649,1273.484625851366,831.514013129829,1171.880856570336,6.254269743397,22.950000000000
9,11.300000,2.900000,14.200000,1.550000,9.503599093845,1.888369612534,1.506918817385,24.246036240861,0.323280483211,4.732402459640,8.299048335509,10.675722487289,799.665070636509,1229.490660490139,777.932059035786,1129.696370477084,10.764458585410,15.810000000000
10,9.200000,2.300000,11.500000,1.650000,10.026073934006,2.217253705544,0.648887020246,23.562997272181,0.314173296962,4.234487733352,7.183878951946,9.023666899474,734.411843246311,1075.027186553121,713.915375531060,981.923912841447,2.810533769690,16.830000000000
11,11.500000,3.000000,14.500000,2.050000,9.482683617208,1.875929286208,0.828049107792,22.691366632400,0.302551555099,5.142813219521,8.355066958895,11.052115488013,858.483257642022,1237.591031831518,835.544620175625,1137.460630078148,3.948360897138,20.910000000000
12,9.200000,2.300000,11.500000,2.050000,9.923346777981,2.149795679889,0.344694459603,22.328530359133,0.297713738122,4.362852946656,6.892248273630,9.005835312759,750.594088227549,1036.766448450326,729.802551203788,945.412958808549,1.510901363069,20.910000000000
13,10.200000,2.600000,12.800000,3.500000,10.269788069226,2.382907176152,0.403622011769,21.903665083587,0.292048867781,4.291637209506,6.987647954877,8.718517510123,741.561396258340,1049.185145877663,720.935595708343,957.259258148399,1.700516132051,35.700000000000
14,11.300000,2.800000,14.100000,4.200000,10.203201440127,2.336856603733,0.952785473742,20.900733005964,0.278676440080,4.121612755466,7.162458374525,8.785167938003,720.549965585955,1072.186797549830,700.299345243876,979.212047302679,4.903540683584,42.840000000000
15,10.100000,2.600000,12.700000,1.700000,9.828088270182,2.088477621389,1.252322393897,19.582498907125,0.261099985428,4.436534100709,7.399621126783,9.482945349812,760.083611168262,1103.900868017052,739.115261956304,1009.503141256355,7.743738926502,17.340000000000
16,9.200000,2.300000,11.500000,1.650000,9.943086472244,2.162650449985,0.881172939027,18.654948444991,0.248732645933,4.233238057795,6.898239453162,8.909708586022,734.256490706488,1037.543567559826,713.762814595096,946.154130840855,4.338802718439,16.830000000000
17,9.600000,2.400000,12.000000,1.150000,9.907832072947,2.139728110801,1.017667033242,17.583719988947,0.234449599853,4.609540905240,7.362520172319,9.496742736498,782.941618373023,1098.901027091117,761.536766504962,1004.725906057202,5.453278619350,11.730000000000
18,9.200000,2.300000,11.500000,0.000000,9.757760377115,2.043963459014,0.947670656293,16.586171929692,0.221148959063,4.787987684002,7.808305118719,10.080636946564,807.365028679144,1159.923766786108,785.478591016070,1063.073936073797,4.861742593035,0.000000000000
19,8.900000,2.300000,11.200000,0.000000,9.771194405249,2.052417186930,1.167674032405,15.357041369265,0.204760551590,4.516475951646,7.568267202879,9.708914526458,770.545252310744,1126.808573728656,749.378926703137,1031.398970511383,6.862889377597,0.000000000000
20,6.800000,1.700000,8.500000,0.000000,10.408982641700,2.481118652682,0.277120738465,15.065335328776,0.200871137717,4.229821169810,6.474176744407,8.249086696150,733.831937933875,983.460066668332,713.345886709208,894.615006201887,1.330222385855,0.000000000000
21,5.400000,1.300000,6.700000,0.000000,10.793217110224,2.766148047396,-0.018950445680,15.083338252172,0.201111176696,3.882743789969,5.602354703107,7.275380002333,692.349378970041,878.145739521171,672.577016880708,794.531611302531,1.001544213383,0.000000000000
22,4.800000,1.300000,6.100000,0.000000,11.000000000000,2.928200000000,0.013371899549,15.069262568436,0.200923500912,3.628205434230,5.386622666220,6.896818802541,663.994362427529,853.305774131590,644.668835959500,770.986038134270,1.000768873100,0.000000000000
23,2.800000,0.700000,3.500000,0.000000,11.000000000000,2.928200000000,0.061214072371,15.004826702782,0.200064356037,2.764720278742,3.602265648887,5.669295995343,580.836858753237,666.408260222230,562.544460200877,594.794666328908,1.016112799422,0.000000000000
