hour,p_vital_mw,p_nonvital_mw,p_load_mw,p_pv_mw,v_kn,p_propulsion_mw,p_ess_mw,energy_ess_mwh,soc,p_g1_mw,p_g2_mw,eeoi,co2_g1,co2_g2,cost_g1,cost_g2,cost_ess,cost_pv
0,5.500000,1.400000,6.900000,0.000000,10.750896844837,2.733737216837,-0.001358498990,37.501290574041,0.500017207654,3.895374074997,5.739721640830,7.385507931558,693.801919736069,894.214758642089,674.005698293984,809.776428797107,1.000007935734,0.000000000000
1,7.300000,1.900000,9.200000,0.000000,10.337918363294,2.430647472209,0.526785651536,36.946779361898,0.492623724825,4.254384990517,6.849476830157,8.551626942507,736.891037146866,1031.229386952756,716.349911304132,940.132525971815,2.193263427454,0.000000000000
2,7.900000,2.000000,9.900000,0.000000,10.131867144062,2.288185030031,0.510573012736,36.409334085334,0.485457787804,4.376292889362,7.301319127932,9.095059933040,752.314111515605,1090.684666661202,731.490727567589,996.876751893608,2.120944645739,0.000000000000
3,9.700000,2.400000,12.100000,0.000000,9.744024887651,2.035344061776,1.266595598003,35.076075561120,0.467681007482,4.959010093505,7.909738370268,10.291828028637,831.579145886139,1174.097423123145,809.201275519406,1076.638992901540,7.898336958187,0.000000000000
4,10.200000,2.600000,12.800000,0.000000,9.694588515311,2.004521974901,1.660192777624,33.328504216253,0.444380056217,4.919326700724,8.225002496553,10.545696896662,825.890232051380,1218.833608355238,803.628997858601,1119.483593375921,12.851832253161,0.000000000000
5,12.100000,3.100000,15.200000,0.600000,9.748673925779,2.038258742610,2.342792348653,30.862407007144,0.411498760095,5.416817248112,8.878649145845,11.361359237440,900.283945323630,1314.879785865106,876.446625270132,1211.607890990035,24.601306752303,6.120000000000
6,13.000000,3.300000,16.300000,1.050000,9.071280104905,1.642208943532,2.428432932270,28.306161815281,0.377415490870,5.240227647238,9.223548364024,12.349204604581,873.112084703152,1367.349796115606,849.862547100191,1262.008505931459,26.358331978094,10.710000000000
7,12.000000,3.000000,15.000000,1.400000,9.445318058218,1.853840821861,1.785595810819,26.426587277576,0.352354497034,4.940949282180,8.727295728862,11.228999655102,828.984720244283,1292.244744116862,806.660128904106,1189.880969743690,14.709915318346,14.280000000000
8,12.100000,3.000000,15.100000,2.250000,9.602462157291,1.947917206080,1.579961610034,24.763469793330,0.330179597244,4.910885676981,8.307069919065,10.702120917141,824.685631556833,1230.648590635042,802.449003844607,1130.806171120650,11.733998363480,22.950000000000
9,11.300000,2.900000,14.200000,1.550000,9.689379704703,2.001292678566,1.782763249243,22.886876899390,0.305158358659,4.819669115861,8.048860313462,10.348972704514,811.791031374762,1193.711490377977,789.815764413293,1095.418328497208,14.666452652267,15.810000000000
10,9.200000,2.300000,11.500000,1.650000,10.109504738877,2.273067441482,0.968283605933,21.867630998407,0.291568413312,4.221066841712,6.933716993837,8.778366073499,732.745639726837,1042.153028665784,712.279070769161,950.550726702762,5.031564508532,16.830000000000
11,11.500000,3.000000,14.500000,2.050000,9.527330089638,1.902551045553,1.504426272993,20.284024395257,0.270453658603,4.781721769018,8.066403003541,10.510247273601,806.492869220296,1196.199032766171,784.623881220180,1097.800614744924,10.732183166751,20.910000000000
12,9.200000,2.300000,11.500000,2.050000,10.163053660077,2.309379661447,0.506351419922,19.751022900602,0.263346972008,4.240202947422,7.012825294103,8.794607049456,735.122863451067,1052.478403807189,714.613608828249,960.401452042570,2.102484569966,20.910000000000
13,10.200000,2.600000,12.800000,3.500000,10.052212243155,2.234640317433,0.140191387113,19.603453019430,0.261379373592,4.209390528588,7.185058401732,8.985503187343,731.299981685115,1075.183721329213,710.859278431208,982.073370918821,1.084510587589,35.700000000000
14,11.300000,2.800000,14.100000,4.200000,10.157193538555,2.305387128100,0.557875247973,19.016215916300,0.253549545551,4.389037341049,7.258474539079,9.052232301871,753.949631955599,1084.955876965714,733.095882247137,991.405029731242,2.338266606894,42.840000000000
15,10.100000,2.600000,12.700000,1.700000,9.812158656418,2.078338900380,0.915912080429,18.052097936901,0.240694639159,4.658911530444,7.503515289506,9.720546673194,789.612780059244,1117.978143630617,768.077874795880,1022.957051893579,4.607248238029,17.340000000000
16,9.200000,2.300000,11.500000,1.650000,9.935285495962,2.157564236910,0.208379908561,17.832750664732,0.237770008863,4.521531723241,7.277652605109,9.354187732971,771.212680410071,1087.517833787673,750.033619294416,993.851918157020,1.186715401054,16.830000000000
17,9.600000,2.400000,12.000000,1.150000,9.641668950818,1.971874760579,0.650767779969,17.147731948975,0.228636425986,4.410826840584,7.760280140026,9.904957669865,756.756079543700,1153.250376950219,735.850036516060,1056.688696110065,2.821044424816,11.730000000000
18,9.200000,2.300000,11.500000,0.000000,9.745557101630,2.036304365060,1.178652853070,15.907044735217,0.212093929803,4.544588889727,7.813062622264,9.926838550125,774.265279281719,1160.586159296236,753.027812972859,1063.707783562655,6.973656956615,0.000000000000
19,8.900000,2.300000,11.200000,0.000000,9.875831488905,2.119062147044,0.773331600598,15.093011471430,0.201240152952,4.670580862672,7.875149683775,9.925500436267,791.199204155930,1169.252190876597,769.633203083896,1072.001292773948,3.571579587276,0.000000000000
20,6.800000,1.700000,8.500000,0.000000,10.188170906612,2.326544403692,0.087198153623,15.001223941301,0.200016319217,4.087983688557,6.651362561512,8.452532202594,716.486580497313,1005.830272976061,696.306742555474,915.922097606989,1.032695127380,0.000000000000
21,5.400000,1.300000,6.700000,0.000000,10.681071591043,2.680816937769,0.000385979565,15.000817647022,0.200010901960,3.742476415246,5.637954542958,7.297015233852,676.507515354563,882.291326919540,656.989403325718,798.463599661793,1.000000640615,0.000000000000
22,4.800000,1.300000,6.100000,0.000000,10.894551832262,2.844793776066,0.000557179746,15.000231142026,0.200003081894,3.574479111786,5.369757484535,6.928312642841,658.232953545852,851.384270405123,638.993461309127,769.165725497916,1.000001334932,0.000000000000
