iteration,population,epsilon,feasible_ratio,best_cost,minimum_cv
132,443,0.0,1.0,44615.22339241388,0.0
133,441,0.0,1.0,44615.12338561441,0.0
134,440,0.0,1.0,44614.7586311202,0.0
135,439,0.0,1.0,44614.7586311202,0.0
136,438,0.0,1.0,44614.58594727004,0.0
137,437,0.0,1.0,44614.217282134254,0.0
138,436,0.0,1.0,44614.10972197812,0.0
139,434,0.0,1.0,44613.937471119265,0.0
140,433,0.0,1.0,44613.937471119265,0.0
141,432,0.0,1.0,44613.79956809637,0.0
142,431,0.0,1.0,44613.648623649584,0.0
143,430,0.0,1.0,44613.50169079026,0.0
144,428,0.0,1.0,44613.40514622586,0.0
145,427,0.0,1.0,44613.23450957659,0.0
146,426,0.0,1.0,44613.116984914544,0.0
147,425,0.0,1.0,44613.116984914544,0.0
148,424,0.0,1.0,44613.11428087161,0.0
149,422,0.0,1.0,44613.04083602651,0.0
150,421,0.0,1.0,44612.79399834324,0.0
151,420,0.0,1.0,44612.79399834324,0.0
152,419,0.0,1.0,44612.54852966753,0.0
153,418,0.0,1.0,44612.54852966753,0.0
154,416,0.0,1.0,44612.54852966753,0.0
155,415,0.0,1.0,44612.40236918646,0.0
156,414,0.0,1.0,44612.40236918646,0.0
157,413,0.0,1.0,44612.32249751578,0.0
158,412,0.0,1.0,44612.186506548416,0.0
159,410,0.0,1.0,44612.186506548416,0.0
160,409,0.0,1.0,44611.948306195525,0.0
161,408,0.0,1.0,44611.948306195525,0.0
162,407,0.0,1.0,44611.88074612417,0.0
163,406,0.0,1.0,44611.86952734464,0.0
164,405,0.0,1.0,44611.8171249552,0.0
165,403,0.0,1.0,44611.685161593596,0.0
166,402,0.0,1.0,44611.514489002075,0.0
167,401,0.0,1.0,44611.514489002075,0.0
168,400,0.0,1.0,44611.4690034448,0.0
169,399,0.0,1.0,44611.4690034448,0.0
170,397,0.0,1.0,44611.41726502516,0.0
171,396,0.0,1.0,44611.24891815498,0.0
172,395,0.0,1.0,44611.21097150498,0.0
173,394,0.0,1.0,44611.21097150498,0.0
174,393,0.0,1.0,44611.12969854857,0.0
175,391,0.0,1.0,44611.12969854857,0.0
176,390,0.0,1.0,44611.02785345394,0.0
177,389,0.0,1.0,44610.94537310321,0.0
178,388,0.0,1.0,44610.94537310321,0.0
179,387,0.0,1.0,44610.94537310321,0.0
180,385,0.0,1.0,44610.8510092795,0.0
181,384,0.0,1.0,44610.76315709673,0.0
182,383,0.0,1.0,44610.73549367175,0.0
183,382,0.0,1.0,44610.58243752296,0.0
184,381,0.0,1.0,44610.58243752296,0.0
185,379,0.0,1.0,44610.58243752296,0.0
186,378,0.0,1.0,44610.57320431171,0.0
187,377,0.0,1.0,44610.52295065783,0.0
188,376,0.0,1.0,44610.48406463437,0.0
189,375,0.0,1.0,44610.42744645508,0.0
190,374,0.0,1.0,44610.42744645508,0.0
191,372,0.0,1.0,44610.42744645508,0.0
192,371,0.0,1.0,44610.37537804407,0.0
193,370,0.0,1.0,44610.33372964516,0.0
194,369,0.0,1.0,44610.277205080805,0.0
195,368,0.0,1.0,44610.27345246499,0.0
196,366,0.0,1.0,44610.24117758079,0.0
197,365,0.0,1.0,44610.15103688781,0.0
198,364,0.0,1.0,44610.15103688781,0.0
199,363,0.0,1.0,44610.00103201787,0.0
200,362,0.0,1.0,44610.00103201787,0.0
201,360,0.0,1.0,44610.00103201787,0.0
202,359,0.0,1.0,44610.00103201787,0.0
203,358,0.0,1.0,44609.977206419215,0.0
204,357,0.0,1.0,44609.977206419215,0.0
205,356,0.0,1.0,44609.94334884929,0.0
206,354,0.0,1.0,44609.938143618456,0.0
207,353,0.0,1.0,44609.91005160146,0.0
208,352,0.0,1.0,44609.86457671417,0.0
209,351,0.0,1.0,44609.81694994964,0.0
210,350,0.0,1.0,44609.78057114569,0.0
211,348,0.0,1.0,44609.74432525484,0.0
212,347,0.0,1.0,44609.70348350916,0.0
213,346,0.0,1.0,44609.70348350916,0.0
214,345,0.0,1.0,44609.66100919652,0.0
215,344,0.0,1.0,44609.61909018706,0.0
216,343,0.0,1.0,44609.61909018706,0.0
217,341,0.0,1.0,44609.60525390767,0.0
218,340,0.0,1.0,44609.54409762407,0.0
219,339,0.0,1.0,44609.54409762407,0.0
220,338,0.0,1.0,44609.514007414975,0.0
221,337,0.0,1.0,44609.47717386973,0.0
222,335,0.0,1.0,44609.432243710675,0.0
223,334,0.0,1.0,44609.43041176664,0.0
224,333,0.0,1.0,44609.4287823624,0.0
225,332,0.0,1.0,44609.36571652217,0.0
226,331,0.0,1.0,44609.36571652217,0.0
227,329,0.0,1.0,44609.343162036326,0.0
228,328,0.0,1.0,44609.328422653125,0.0
229,327,0.0,1.0,44609.31087245562,0.0
230,326,0.0,1.0,44609.28212761154,0.0
231,325,0.0,1.0,44609.26423021183,0.0
232,323,0.0,1.0,44609.24891429837,0.0
233,322,0.0,1.0,44609.205095473546,0.0
234,321,0.0,1.0,44609.193290654766,0.0
235,320,0.0,1.0,44609.193290654766,0.0
236,319,0.0,1.0,44609.185527120484,0.0
237,317,0.0,1.0,44609.180722601086,0.0
238,316,0.0,1.0,44609.16579567034,0.0
239,315,0.0,1.0,44609.16198930376,0.0
240,314,0.0,1.0,44609.13370904956,0.0
241,313,0.0,1.0,44609.12212732248,0.0
242,312,0.0,1.0,44609.11840712061,0.0
243,310,0.0,1.0,44609.10485297536,0.0
244,309,0.0,1.0,44609.09014404117,0.0
245,308,0.0,1.0,44609.07029033617,0.0
246,307,0.0,1.0,44609.052224656596,0.0
247,306,0.0,1.0,44609.03541807745,0.0
248,304,0.0,1.0,44609.03541807745,0.0
249,303,0.0,1.0,44609.03175204164,0.0
250,302,0.0,1.0,44609.00778412716,0.0
251,301,0.0,1.0,44608.99687239359,0.0
252,300,0.0,1.0,44608.9771387671,0.0
253,298,0.0,1.0,44608.91723845503,0.0
254,297,0.0,1.0,44608.91723845503,0.0
255,296,0.0,1.0,44608.91723845503,0.0
256,295,0.0,1.0,44608.91723845503,0.0
257,294,0.0,1.0,44608.90608962231,0.0
258,292,0.0,1.0,44608.90608962231,0.0
259,291,0.0,1.0,44608.8949643051,0.0
260,290,0.0,1.0,44608.873440495656,0.0
261,289,0.0,1.0,44608.868895600266,0.0
262,288,0.0,1.0,44608.85494898187,0.0
263,287,0.0,1.0,44608.83841242412,0.0
264,285,0.0,1.0,44608.80029639166,0.0
265,284,0.0,1.0,44608.80029639166,0.0
266,283,0.0,1.0,44608.799150249906,0.0
267,282,0.0,1.0,44608.799150249906,0.0
268,281,0.0,1.0,44608.789030249536,0.0
269,279,0.0,1.0,44608.776560598584,0.0
270,278,0.0,1.0,44608.776560598584,0.0
271,277,0.0,1.0,44608.7704999748,0.0
272,276,0.0,1.0,44608.76271550781,0.0
273,275,0.0,1.0,44608.762638121305,0.0
274,273,0.0,1.0,44608.74784249773,0.0
275,272,0.0,1.0,44608.724454099734,0.0
276,271,0.0,1.0,44608.724454099734,0.0
277,270,0.0,1.0,44608.70622012437,0.0
278,269,0.0,1.0,44608.69851966388,0.0
279,267,0.0,1.0,44608.69131661165,0.0
280,266,0.0,1.0,44608.6841441173,0.0
281,265,0.0,1.0,44608.670106770995,0.0
282,264,0.0,1.0,44608.670106770995,0.0
283,263,0.0,1.0,44608.663961091836,0.0
284,261,0.0,1.0,44608.656310854,0.0
285,260,0.0,1.0,44608.65167022925,0.0
286,259,0.0,1.0,44608.63110037024,0.0
287,258,0.0,1.0,44608.628854148425,0.0
288,257,0.0,1.0,44608.62695745943,0.0
289,256,0.0,1.0,44608.61255499434,0.0
290,254,0.0,1.0,44608.61255499434,0.0
291,253,0.0,1.0,44608.61255499434,0.0
292,252,0.0,1.0,44608.61255499434,0.0
293,251,0.0,1.0,44608.59711248944,0.0
294,250,0.0,1.0,44608.59489987156,0.0
295,248,0.0,1.0,44608.58636273863,0.0
296,247,0.0,1.0,44608.58636273863,0.0
297,246,0.0,1.0,44608.57473755139,0.0
298,245,0.0,1.0,44608.56645978702,0.0
299,244,0.0,1.0,44608.56645978702,0.0
300,242,0.0,1.0,44608.56492893635,0.0
301,241,0.0,1.0,44608.55596059601,0.0
302,240,0.0,1.0,44608.5503596469,0.0
303,239,0.0,1.0,44608.54457601083,0.0
304,238,0.0,1.0,44608.54080380724,0.0
305,236,0.0,1.0,44608.53844012755,0.0
306,235,0.0,1.0,44608.52228851615,0.0
307,234,0.0,1.0,44608.52228851615,0.0
308,233,0.0,1.0,44608.52146621512,0.0
309,232,0.0,1.0,44608.50769472418,0.0
310,230,0.0,1.0,44608.50769472418,0.0
311,229,0.0,1.0,44608.492289917056,0.0
312,228,0.0,1.0,44608.47916245047,0.0
313,227,0.0,1.0,44608.47916245047,0.0
314,226,0.0,1.0,44608.47536709478,0.0
315,225,0.0,1.0,44608.469748985575,0.0
316,223,0.0,1.0,44608.469748985575,0.0
317,222,0.0,1.0,44608.46023184496,0.0
318,221,0.0,1.0,44608.45485565184,0.0
319,220,0.0,1.0,44608.446965810756,0.0
320,219,0.0,1.0,44608.446965810756,0.0
321,217,0.0,1.0,44608.43960636537,0.0
322,216,0.0,1.0,44608.43428387978,0.0
323,215,0.0,1.0,44608.43428387978,0.0
324,214,0.0,1.0,44608.42893734976,0.0
325,213,0.0,1.0,44608.42856869319,0.0
326,211,0.0,1.0,44608.42856869319,0.0
327,210,0.0,1.0,44608.42162080274,0.0
328,209,0.0,1.0,44608.419414941185,0.0
329,208,0.0,1.0,44608.419414941185,0.0
330,207,0.0,1.0,44608.412843292215,0.0
331,205,0.0,1.0,44608.40946487447,0.0
332,204,0.0,1.0,44608.40248319095,0.0
333,203,0.0,1.0,44608.40108951584,0.0
334,202,0.0,1.0,44608.39636477326,0.0
335,201,0.0,1.0,44608.39636477326,0.0
336,199,0.0,1.0,44608.389548329535,0.0
337,198,0.0,1.0,44608.387607085955,0.0
338,197,0.0,1.0,44608.383400819686,0.0
339,196,0.0,1.0,44608.37999762247,0.0
340,195,0.0,1.0,44608.37634830799,0.0
341,194,0.0,1.0,44608.3732657462,0.0
342,192,0.0,1.0,44608.36384362601,0.0
343,191,0.0,1.0,44608.356355639204,0.0
344,190,0.0,1.0,44608.356355639204,0.0
345,189,0.0,1.0,44608.341957036675,0.0
346,188,0.0,1.0,44608.341957036675,0.0
347,186,0.0,1.0,44608.33378568379,0.0
348,185,0.0,1.0,44608.33378568379,0.0
349,184,0.0,1.0,44608.329307397114,0.0
350,183,0.0,1.0,44608.32288720147,0.0
351,182,0.0,1.0,44608.32288720147,0.0
352,180,0.0,1.0,44608.32288720147,0.0
353,179,0.0,1.0,44608.3184584698,0.0
354,178,0.0,1.0,44608.3184584698,0.0
355,177,0.0,1.0,44608.312256863224,0.0
356,176,0.0,1.0,44608.312256863224,0.0
357,174,0.0,1.0,44608.30886749904,0.0
358,173,0.0,1.0,44608.30886749904,0.0
359,172,0.0,1.0,44608.304427714254,0.0
360,171,0.0,1.0,44608.304427714254,0.0
361,170,0.0,1.0,44608.304427714254,0.0
362,168,0.0,1.0,44608.30275055362,0.0
363,167,0.0,1.0,44608.3021128821,0.0
364,166,0.0,1.0,44608.294604877454,0.0
365,165,0.0,1.0,44608.294604877454,0.0
366,164,0.0,1.0,44608.294604877454,0.0
367,163,0.0,1.0,44608.2921519588,0.0
368,161,0.0,1.0,44608.291279295896,0.0
369,160,0.0,1.0,44608.279409979994,0.0
370,159,0.0,1.0,44608.279409979994,0.0
371,158,0.0,1.0,44608.278537368875,0.0
372,157,0.0,1.0,44608.27551502671,0.0
373,155,0.0,1.0,44608.27409025369,0.0
374,154,0.0,1.0,44608.27186458845,0.0
375,153,0.0,1.0,44608.27103164519,0.0
376,152,0.0,1.0,44608.26983248083,0.0
377,151,0.0,1.0,44608.269261611626,0.0
378,149,0.0,1.0,44608.26630412614,0.0
379,148,0.0,1.0,44608.26630412614,0.0
380,147,0.0,1.0,44608.26468902179,0.0
381,146,0.0,1.0,44608.26468902179,0.0
382,145,0.0,1.0,44608.263336832824,0.0
383,143,0.0,1.0,44608.26114513584,0.0
384,142,0.0,1.0,44608.260604450064,0.0
385,141,0.0,1.0,44608.26027842819,0.0
386,140,0.0,1.0,44608.25973731935,0.0
387,139,0.0,1.0,44608.25826331301,0.0
388,138,0.0,1.0,44608.25826331301,0.0
389,136,0.0,1.0,44608.256239408845,0.0
390,135,0.0,1.0,44608.2556303412,0.0
391,134,0.0,1.0,44608.251724751746,0.0
392,133,0.0,1.0,44608.251724751746,0.0
393,132,0.0,1.0,44608.251724751746,0.0
394,130,0.0,1.0,44608.251724751746,0.0
395,129,0.0,1.0,44608.24888815193,0.0
396,128,0.0,1.0,44608.24555704427,0.0
397,127,0.0,1.0,44608.24555704427,0.0
398,126,0.0,1.0,44608.24555704427,0.0
399,124,0.0,1.0,44608.24255327027,0.0
400,123,0.0,1.0,44608.24255327027,0.0
401,122,0.0,1.0,44608.241636063074,0.0
402,121,0.0,1.0,44608.24107447842,0.0
403,120,0.0,1.0,44608.238111202656,0.0
404,118,0.0,1.0,44608.238111202656,0.0
405,117,0.0,1.0,44608.236962872346,0.0
406,116,0.0,1.0,44608.236962872346,0.0
407,115,0.0,1.0,44608.236962872346,0.0
408,114,0.0,1.0,44608.2367741576,0.0
409,112,0.0,1.0,44608.23559424425,0.0
410,111,0.0,1.0,44608.23559424425,0.0
411,110,0.0,1.0,44608.23559424425,0.0
412,109,0.0,1.0,44608.23422683619,0.0
413,108,0.0,1.0,44608.23422683619,0.0
414,107,0.0,1.0,44608.23362521303,0.0
415,105,0.0,1.0,44608.23362521303,0.0
416,104,0.0,1.0,44608.23360862086,0.0
417,103,0.0,1.0,44608.23326456908,0.0
418,102,0.0,1.0,44608.23255874883,0.0
419,101,0.0,1.0,44608.23137096908,0.0
420,99,0.0,1.0,44608.23137096908,0.0
421,98,0.0,1.0,44608.23049025743,0.0
422,97,0.0,1.0,44608.23034518641,0.0
423,96,0.0,1.0,44608.229114430724,0.0
424,95,0.0,1.0,44608.229114430724,0.0
425,93,0.0,1.0,44608.228265885264,0.0
426,92,0.0,1.0,44608.22765798391,0.0
427,91,0.0,1.0,44608.22729864721,0.0
428,90,0.0,1.0,44608.22618449948,0.0
429,89,0.0,1.0,44608.22618449948,0.0
430,87,0.0,1.0,44608.22618449948,0.0
431,86,0.0,1.0,44608.22604007147,0.0
432,85,0.0,1.0,44608.22492374215,0.0
433,84,0.0,1.0,44608.22409614568,0.0
434,83,0.0,1.0,44608.22409614568,0.0
435,81,0.0,1.0,44608.223854505435,0.0
436,80,0.0,1.0,44608.223854505435,0.0
437,79,0.0,1.0,44608.223237998696,0.0
438,78,0.0,1.0,44608.222597190164,0.0
439,77,0.0,1.0,44608.221771514334,0.0
440,76,0.0,1.0,44608.220647895316,0.0
441,74,0.0,1.0,44608.220647895316,0.0
442,73,0.0,1.0,44608.220647895316,0.0
443,72,0.0,1.0,44608.220647895316,0.0
444,71,0.0,1.0,44608.22013396598,0.0
445,70,0.0,1.0,44608.22002780208,0.0
446,68,0.0,1.0,44608.21979132724,0.0
447,67,0.0,1.0,44608.21969071284,0.0
448,66,0.0,1.0,44608.21847388249,0.0
449,65,0.0,1.0,44608.21788663021,0.0
450,64,0.0,1.0,44608.217697976055,0.0
451,62,0.0,1.0,44608.217685105614,0.0
452,61,0.0,1.0,44608.21689500337,0.0
453,60,0.0,1.0,44608.21623195127,0.0
454,59,0.0,1.0,44608.21526581727,0.0
455,58,0.0,1.0,44608.21477336451,0.0
456,56,0.0,1.0,44608.21431228233,0.0
457,55,0.0,1.0,44608.21362550243,0.0
458,54,0.0,1.0,44608.2129010264,0.0
459,53,0.0,1.0,44608.212698530144,0.0
460,52,0.0,1.0,44608.21269141456,0.0
461,50,0.0,1.0,44608.21183337972,0.0
462,49,0.0,1.0,44608.21154933941,0.0
463,48,0.0,1.0,44608.21030948937,0.0
464,47,0.0,1.0,44608.2088927266,0.0
465,46,0.0,1.0,44608.20760405557,0.0
466,45,0.0,1.0,44608.206331594745,0.0
467,43,0.0,1.0,44608.206331594745,0.0
468,42,0.0,1.0,44608.206331594745,0.0
469,41,0.0,1.0,44608.20585311134,0.0
470,40,0.0,1.0,44608.20585311134,0.0
471,39,0.0,1.0,44608.205469542154,0.0
472,37,0.0,1.0,44608.205469542154,0.0
473,36,0.0,1.0,44608.205469542154,0.0
474,35,0.0,1.0,44608.20504764834,0.0
475,34,0.0,1.0,44608.20448384735,0.0
476,33,0.0,1.0,44608.20423168526,0.0
477,31,0.0,1.0,44608.20423168526,0.0
478,30,0.0,1.0,44608.20411907173,0.0
479,29,0.0,1.0,44608.20411907173,0.0
480,28,0.0,1.0,44608.20379600341,0.0
481,27,0.0,1.0,44608.20357576374,0.0
482,25,0.0,1.0,44608.203516377755,0.0
483,24,0.0,1.0,44608.20331712522,0.0
484,23,0.0,1.0,44608.20331712522,0.0
485,22,0.0,1.0,44608.20284404699,0.0
486,21,0.0,1.0,44608.20284404699,0.0
487,19,0.0,1.0,44608.2027804095,0.0
488,18,0.0,1.0,44608.20256762437,0.0
489,17,0.0,1.0,44608.20256762437,0.0
490,16,0.0,1.0,44608.20241957256,0.0
491,15,0.0,1.0,44608.20241565714,0.0
492,14,0.0,1.0,44608.20160983887,0.0
493,12,0.0,1.0,44608.20160983887,0.0
494,11,0.0,1.0,44608.20160983887,0.0
495,10,0.0,1.0,44608.20160983887,0.0
496,9,0.0,1.0,44608.20160983887,0.0
497,8,0.0,1.0,44608.20160983887,0.0
498,6,0.0,1.0,44608.20160983887,0.0
499,5,0.0,1.0,44608.20160983887,0.0
500,4,0.0,1.0,44608.20160983887,0.0
