iteration,population,epsilon,feasible_ratio,best_cost,minimum_cv
0,600,0.0,0.7033333333333334,44886.74334980844,0.0
1,599,0.0,0.7979966611018364,44886.74334980844,0.0
2,598,0.0,0.8695652173913043,44886.74334980844,0.0
3,596,0.0,0.9144295302013423,44850.36544757483,0.0
4,595,0.0,0.9512605042016806,44850.36544757483,0.0
5,594,0.0,0.9663299663299664,44817.32062755449,0.0
6,593,0.0,0.9780775716694773,44817.32062755449,0.0
7,592,0.0,0.9847972972972973,44817.32062755449,0.0
8,590,0.0,0.9966101694915255,44817.32062755449,0.0
9,589,0.0,1.0,44817.32062755449,0.0
10,588,0.0,1.0,44817.32062755449,0.0
11,587,0.0,1.0,44817.32062755449,0.0
12,586,0.0,1.0,44817.32062755449,0.0
13,585,0.0,1.0,44817.32062755449,0.0
14,583,0.0,1.0,44817.32062755449,0.0
15,582,0.0,1.0,44817.32062755449,0.0
16,581,0.0,1.0,44817.32062755449,0.0
17,580,0.0,1.0,44817.32062755449,0.0
18,579,0.0,1.0,44817.32062755449,0.0
19,577,0.0,1.0,44804.15096937538,0.0
20,576,0.0,1.0,44804.15096937538,0.0
21,575,0.0,1.0,44804.15096937538,0.0
22,574,0.0,1.0,44794.9870068632,0.0
23,573,0.0,1.0,44794.9870068632,0.0
24,571,0.0,1.0,44778.65192898213,0.0
25,570,0.0,1.0,44778.65192898213,0.0
26,569,0.0,1.0,44769.835323882566,0.0
27,568,0.0,1.0,44769.835323882566,0.0
28,567,0.0,1.0,44769.835323882566,0.0
29,565,0.0,1.0,44754.68079245322,0.0
30,564,0.0,1.0,44754.68079245322,0.0
31,563,0.0,1.0,44754.68079245322,0.0
32,562,0.0,1.0,44753.634953409375,0.0
33,561,0.0,1.0,44753.634953409375,0.0
34,559,0.0,1.0,44746.77124239254,0.0
35,558,0.0,1.0,44746.77124239254,0.0
36,557,0.0,1.0,44746.77124239254,0.0
37,556,0.0,1.0,44743.11116829147,0.0
38,555,0.0,1.0,44718.977693183566,0.0
39,554,0.0,1.0,44718.977693183566,0.0
40,552,0.0,1.0,44718.977693183566,0.0
41,551,0.0,1.0,44718.977693183566,0.0
42,550,0.0,1.0,44718.977693183566,0.0
43,549,0.0,1.0,44716.218969768466,0.0
44,548,0.0,1.0,44716.218969768466,0.0
45,546,0.0,1.0,44716.218969768466,0.0
46,545,0.0,1.0,44712.56788897169,0.0
47,544,0.0,1.0,44712.56788897169,0.0
48,543,0.0,1.0,44712.56788897169,0.0
49,542,0.0,1.0,44705.75223391085,0.0
50,540,0.0,1.0,44705.75223391085,0.0
51,539,0.0,1.0,44705.75223391085,0.0
52,538,0.0,1.0,44700.97941499709,0.0
53,537,0.0,1.0,44698.802365103584,0.0
54,536,0.0,1.0,44695.602524751215,0.0
55,534,0.0,1.0,44695.602524751215,0.0
56,533,0.0,1.0,44688.76530383785,0.0
57,532,0.0,1.0,44686.88542338171,0.0
58,531,0.0,1.0,44685.21924638012,0.0
59,530,0.0,1.0,44685.21924638012,0.0
60,528,0.0,1.0,44685.21924638012,0.0
61,527,0.0,1.0,44682.49135382829,0.0
62,526,0.0,1.0,44682.49135382829,0.0
63,525,0.0,1.0,44680.922001151805,0.0
64,524,0.0,1.0,44678.61905023272,0.0
65,523,0.0,1.0,44672.00676033876,0.0
66,521,0.0,1.0,44672.00676033876,0.0
67,520,0.0,1.0,44672.00676033876,0.0
68,519,0.0,1.0,44670.692986606235,0.0
69,518,0.0,1.0,44668.64702985324,0.0
70,517,0.0,1.0,44668.64702985324,0.0
71,515,0.0,1.0,44666.9733287535,0.0
72,514,0.0,1.0,44666.9733287535,0.0
73,513,0.0,1.0,44664.736475351725,0.0
74,512,0.0,1.0,44664.736475351725,0.0
75,511,0.0,1.0,44662.34764735354,0.0
76,509,0.0,1.0,44659.21073889106,0.0
77,508,0.0,1.0,44656.12967256338,0.0
78,507,0.0,1.0,44655.02617697186,0.0
79,506,0.0,1.0,44655.02617697186,0.0
80,505,0.0,1.0,44654.37377349713,0.0
81,503,0.0,1.0,44650.62026653453,0.0
82,502,0.0,1.0,44650.15271178518,0.0
83,501,0.0,1.0,44648.235846435055,0.0
84,500,0.0,1.0,44648.235846435055,0.0
85,499,0.0,1.0,44644.810358071045,0.0
86,497,0.0,1.0,44644.810358071045,0.0
87,496,0.0,1.0,44644.810358071045,0.0
88,495,0.0,1.0,44644.090824119994,0.0
89,494,0.0,1.0,44644.090824119994,0.0
90,493,0.0,1.0,44642.665901640634,0.0
91,492,0.0,1.0,44642.665901640634,0.0
92,490,0.0,1.0,44641.81856219675,0.0
93,489,0.0,1.0,44640.47561216095,0.0
94,488,0.0,1.0,44640.47561216095,0.0
95,487,0.0,1.0,44639.10718582878,0.0
96,486,0.0,1.0,44638.880586115396,0.0
97,484,0.0,1.0,44637.81242882806,0.0
98,483,0.0,1.0,44637.81242882806,0.0
99,482,0.0,1.0,44637.81242882806,0.0
100,481,0.0,1.0,44637.39733989011,0.0
101,480,0.0,1.0,44636.24342291524,0.0
102,478,0.0,1.0,44635.94652222999,0.0
103,477,0.0,1.0,44635.94652222999,0.0
104,476,0.0,1.0,44635.94652222999,0.0
105,475,0.0,1.0,44634.9054574077,0.0
106,474,0.0,1.0,44633.85789854158,0.0
107,472,0.0,1.0,44633.85789854158,0.0
108,471,0.0,1.0,44633.49688600807,0.0
109,470,0.0,1.0,44633.37250058404,0.0
110,469,0.0,1.0,44632.79668340004,0.0
111,468,0.0,1.0,44631.92556245804,0.0
112,466,0.0,1.0,44631.92556245804,0.0
113,465,0.0,1.0,44631.80913356321,0.0
114,464,0.0,1.0,44631.80913356321,0.0
115,463,0.0,1.0,44631.476456105374,0.0
116,462,0.0,1.0,44631.4573745501,0.0
117,461,0.0,1.0,44631.12663869967,0.0
118,459,0.0,1.0,44630.42656841164,0.0
119,458,0.0,1.0,44629.57071507028,0.0
120,457,0.0,1.0,44629.32194897265,0.0
121,456,0.0,1.0,44629.27830925415,0.0
122,455,0.0,1.0,44629.27830925415,0.0
123,453,0.0,1.0,44628.88461120929,0.0
124,452,0.0,1.0,44628.62977993344,0.0
125,451,0.0,1.0,44628.59370528472,0.0
126,450,0.0,1.0,44628.12748324241,0.0
127,449,0.0,1.0,44627.68224613882,0.0
128,447,0.0,1.0,44627.68224613882,0.0
129,446,0.0,1.0,44627.3572938772,0.0
130,445,0.0,1.0,44627.3572938772,0.0
131,444,0.0,1.0,44627.066031788374,0.0
132,443,0.0,1.0,44626.93111836862,0.0
133,441,0.0,1.0,44626.89500253888,0.0
134,440,0.0,1.0,44626.5338934818,0.0
135,439,0.0,1.0,44626.47135033726,0.0
136,438,0.0,1.0,44626.1600568148,0.0
137,437,0.0,1.0,44626.1600568148,0.0
138,436,0.0,1.0,44625.865686116726,0.0
139,434,0.0,1.0,44625.81340898269,0.0
140,433,0.0,1.0,44625.77895460503,0.0
141,432,0.0,1.0,44625.34566248343,0.0
142,431,0.0,1.0,44624.87014157463,0.0
143,430,0.0,1.0,44624.87014157463,0.0
144,428,0.0,1.0,44624.827213721845,0.0
145,427,0.0,1.0,44624.6447568299,0.0
146,426,0.0,1.0,44624.32292625546,0.0
147,425,0.0,1.0,44624.22113225845,0.0
148,424,0.0,1.0,44624.22113225845,0.0
149,422,0.0,1.0,44623.76107938182,0.0
150,421,0.0,1.0,44623.48011113772,0.0
151,420,0.0,1.0,44623.48011113772,0.0
152,419,0.0,1.0,44623.06548651923,0.0
153,418,0.0,1.0,44623.06548651923,0.0
154,416,0.0,1.0,44623.06548651923,0.0
155,415,0.0,1.0,44622.97753605258,0.0
156,414,0.0,1.0,44622.856600704145,0.0
157,413,0.0,1.0,44622.79873624857,0.0
158,412,0.0,1.0,44622.660021079406,0.0
159,410,0.0,1.0,44622.510419499566,0.0
160,409,0.0,1.0,44622.43693507271,0.0
161,408,0.0,1.0,44622.356300429805,0.0
162,407,0.0,1.0,44622.14988941226,0.0
163,406,0.0,1.0,44622.13265433308,0.0
164,405,0.0,1.0,44621.77634601725,0.0
165,403,0.0,1.0,44621.73876462225,0.0
166,402,0.0,1.0,44621.71895442447,0.0
167,401,0.0,1.0,44621.54478843568,0.0
168,400,0.0,1.0,44621.37877140293,0.0
169,399,0.0,1.0,44621.1635460095,0.0
170,397,0.0,1.0,44621.1635460095,0.0
171,396,0.0,1.0,44621.05421435357,0.0
172,395,0.0,1.0,44620.794310823585,0.0
173,394,0.0,1.0,44620.794310823585,0.0
174,393,0.0,1.0,44620.794310823585,0.0
175,391,0.0,1.0,44620.606949956804,0.0
