hour,p_vital_mw,p_nonvital_mw,p_pv_mw,v_kn,p_propulsion_mw,p_g1_mw,p_g2_mw,p_ess_mw,energy_ess_mwh,p_shed_mw,balance_residual_mw
5,12.100000000,3.100000000,0.600000000,9.325436581,1.784145216,2.000000000,12.168922615,2.215222601,6.059542309,0.000000000,-7.105e-15
6,13.000000000,3.300000000,1.050000000,9.209134274,1.718221292,2.000000000,13.316059152,1.652162140,4.320424266,0.000000000,-3.553e-15
7,12.000000000,3.000000000,1.400000000,9.450548903,1.856922515,2.000000000,12.632001646,0.824920869,3.452086510,0.000000000,-1.776e-15
8,12.100000000,3.000000000,2.250000000,9.497064981,1.884477296,2.000000000,12.304995112,0.429482184,3.000000000,0.000000000,-1.776e-15
