ess_capacity_mwh,ess_power_max_mw,g2_max_mw,g2_ramp_mw_per_h,g1_fault_max_mw,strategy,seed,normal_cost,normal_cv_base,normal_cv_res,reserve_energy_max_mwh,reserve_power_max_mw,fault_pre_soc,fault_end_soc,fault_ess_output_mwh,fault_g2_max_mw,shed_energy_mwh,load_retention
14.0,3.0,20.0,3.0,0.0,dynamic_reserve,20260826,45174.05941428049,0.0,0.0,3.4174582599197407,2.966833250380967,0.7344985988738968,0.1999999999999998,7.10883136502283,14.542179893597684,0.0,1.0
14.0,3.0,20.0,3.0,0.0,no_reserve,20260826,44649.249363037285,0.0,0.0,6.304424859961752,4.302963609306824,0.5491450827787713,0.20000000000000467,4.6436296009576115,15.44631379184205,1.3455740160065173,0.8914859664510874
16.0,3.0,15.0,3.0,6.0,dynamic_reserve,20260826,44567.81140128734,0.0,0.0,0.0,0.0,0.513668941404303,0.20000000000001888,4.767767909345118,9.825871254708966,2.399580812100389e-16,1.0
16.0,3.0,15.0,3.0,6.0,no_reserve,20260826,44567.71612329954,0.0,0.0,0.0,0.0,0.5168740566551948,0.20000000000000023,4.816485661158957,9.815556475717552,4.989187377867971e-16,1.0
16.0,3.0,15.0,3.0,2.0,dynamic_reserve,20260826,44574.38324957799,0.0,0.0,2.390409611625244,2.2708891310439814,0.5382705111458869,0.19999999999999957,5.141711769417486,13.342651944998032,0.0,1.0
16.0,3.0,15.0,3.0,2.0,no_reserve,20260826,44567.71612329954,0.0,0.0,2.4689441990202132,2.3454969890692023,0.5168740566551948,0.20000000000000007,4.81648566115896,13.478747396479822,0.0,1.0
16.0,3.0,15.0,3.0,0.0,dynamic_reserve,20260826,45111.21635153408,0.0,0.0,4.5216893711056825,2.8134878809734634,0.6123651467633325,0.1999999999999974,6.267950230802694,14.906525200678178,0.0,1.0
16.0,3.0,15.0,3.0,0.0,no_reserve,20260826,44567.71612329954,0.0,0.0,6.669176680924307,4.345496989069202,0.5168740566551948,0.19999999999999868,4.81648566115907,15.0,1.9700569691656864,0.8411244379705092
16.0,3.0,16.0,3.0,6.0,dynamic_reserve,20260826,44567.81140128734,0.0,0.0,0.0,0.0,0.513668941404303,0.20000000000001888,4.767767909345118,9.825871254708966,2.399580812100389e-16,1.0
16.0,3.0,16.0,3.0,6.0,no_reserve,20260826,44567.71612329954,0.0,0.0,0.0,0.0,0.5168740566551948,0.20000000000000023,4.816485661158957,9.815556475717552,4.989187377867971e-16,1.0
16.0,3.0,16.0,3.0,2.0,dynamic_reserve,20260826,44574.59731082015,0.0,0.0,2.4038282307429544,2.2836368192058067,0.5495892455325416,0.19999999999999923,5.313756532094644,13.28569930951257,0.0,1.0
16.0,3.0,16.0,3.0,2.0,no_reserve,20260826,44567.71612329954,0.0,0.0,2.4689441990202132,2.3454969890692023,0.5168740566551948,0.20000000000000007,4.81648566115896,13.478747396479822,0.0,1.0
16.0,3.0,16.0,3.0,0.0,dynamic_reserve,20260826,45102.23765625579,0.0,0.0,4.037064862927319,2.985554888917534,0.6761943061916655,0.19999999999999085,7.238153454113454,14.549001067532288,0.0,1.0
16.0,3.0,16.0,3.0,0.0,no_reserve,20260826,44567.71612329954,0.0,0.0,6.618134761725382,4.345496989069202,0.5168740566551948,0.20000000000000462,4.816485661158921,15.450824783446498,1.4707423624805662,0.8813917449612446
