iteration,population,epsilon,feasible_ratio,best_cost,minimum_cv
130,445,0.0,1.0,42365.85782636145,0.0
131,444,0.0,1.0,42365.34814363324,0.0
132,443,0.0,1.0,42365.34814363324,0.0
133,441,0.0,1.0,42365.16157446041,0.0
134,440,0.0,1.0,42364.78831862302,0.0
135,439,0.0,1.0,42364.55837573655,0.0
136,438,0.0,1.0,42364.32410099369,0.0
137,437,0.0,1.0,42364.03249280788,0.0
138,436,0.0,1.0,42363.97950229017,0.0
139,434,0.0,1.0,42363.97950229017,0.0
140,433,0.0,1.0,42363.70316593512,0.0
141,432,0.0,1.0,42363.70316593512,0.0
142,431,0.0,1.0,42363.489217426395,0.0
143,430,0.0,1.0,42362.86984544361,0.0
144,428,0.0,1.0,42362.86984544361,0.0
145,427,0.0,1.0,42362.86984544361,0.0
146,426,0.0,1.0,42362.86984544361,0.0
147,425,0.0,1.0,42362.8449232378,0.0
148,424,0.0,1.0,42362.70729119178,0.0
149,422,0.0,1.0,42362.461226538064,0.0
150,421,0.0,1.0,42362.44329372733,0.0
151,420,0.0,1.0,42362.32879861918,0.0
152,419,0.0,1.0,42362.211366001626,0.0
153,418,0.0,1.0,42362.12002743222,0.0
154,416,0.0,1.0,42362.01766597865,0.0
155,415,0.0,1.0,42361.74729428922,0.0
156,414,0.0,1.0,42361.74729428922,0.0
157,413,0.0,1.0,42361.69966419956,0.0
158,412,0.0,1.0,42361.55939280949,0.0
159,410,0.0,1.0,42361.5080874977,0.0
160,409,0.0,1.0,42361.23993108519,0.0
161,408,0.0,1.0,42361.1337664976,0.0
162,407,0.0,1.0,42361.1337664976,0.0
163,406,0.0,1.0,42361.09533707857,0.0
164,405,0.0,1.0,42361.05534673152,0.0
165,403,0.0,1.0,42360.676031937866,0.0
166,402,0.0,1.0,42360.676031937866,0.0
167,401,0.0,1.0,42360.676031937866,0.0
168,400,0.0,1.0,42360.50994044522,0.0
169,399,0.0,1.0,42360.50994044522,0.0
170,397,0.0,1.0,42360.25993629941,0.0
171,396,0.0,1.0,42360.25993629941,0.0
172,395,0.0,1.0,42360.17428877857,0.0
173,394,0.0,1.0,42360.11641048995,0.0
174,393,0.0,1.0,42360.080990030474,0.0
175,391,0.0,1.0,42360.01704968026,0.0
176,390,0.0,1.0,42359.952241894935,0.0
177,389,0.0,1.0,42359.8810723779,0.0
178,388,0.0,1.0,42359.84518557771,0.0
179,387,0.0,1.0,42359.71260240319,0.0
180,385,0.0,1.0,42359.59874162254,0.0
181,384,0.0,1.0,42359.59874162254,0.0
182,383,0.0,1.0,42359.59874162254,0.0
183,382,0.0,1.0,42359.55493474667,0.0
184,381,0.0,1.0,42359.42263012332,0.0
185,379,0.0,1.0,42359.36801800775,0.0
186,378,0.0,1.0,42359.19963433403,0.0
187,377,0.0,1.0,42359.19963433403,0.0
188,376,0.0,1.0,42359.19963433403,0.0
189,375,0.0,1.0,42359.0985763307,0.0
190,374,0.0,1.0,42359.03280805347,0.0
191,372,0.0,1.0,42358.96209753853,0.0
192,371,0.0,1.0,42358.85625961008,0.0
193,370,0.0,1.0,42358.75417756982,0.0
194,369,0.0,1.0,42358.75417756982,0.0
195,368,0.0,1.0,42358.65337851159,0.0
196,366,0.0,1.0,42358.65337851159,0.0
197,365,0.0,1.0,42358.60924322559,0.0
198,364,0.0,1.0,42358.57963158953,0.0
199,363,0.0,1.0,42358.491605766554,0.0
200,362,0.0,1.0,42358.491605766554,0.0
201,360,0.0,1.0,42358.47761850571,0.0
202,359,0.0,1.0,42358.42065975077,0.0
203,358,0.0,1.0,42358.42065975077,0.0
204,357,0.0,1.0,42358.37810878715,0.0
205,356,0.0,1.0,42358.30499971159,0.0
206,354,0.0,1.0,42358.301628001806,0.0
207,353,0.0,1.0,42358.28069176122,0.0
208,352,0.0,1.0,42358.2610185228,0.0
209,351,0.0,1.0,42358.196168178714,0.0
210,350,0.0,1.0,42358.17475453494,0.0
211,348,0.0,1.0,42358.17475453494,0.0
212,347,0.0,1.0,42358.148741306075,0.0
213,346,0.0,1.0,42358.137103887624,0.0
214,345,0.0,1.0,42358.11622688332,0.0
215,344,0.0,1.0,42358.10493574175,0.0
216,343,0.0,1.0,42358.08184135411,0.0
217,341,0.0,1.0,42358.06780662965,0.0
218,340,0.0,1.0,42358.06436409936,0.0
219,339,0.0,1.0,42357.99538033902,0.0
220,338,0.0,1.0,42357.99538033902,0.0
221,337,0.0,1.0,42357.975256660895,0.0
222,335,0.0,1.0,42357.975256660895,0.0
223,334,0.0,1.0,42357.958760744805,0.0
224,333,0.0,1.0,42357.92682879661,0.0
225,332,0.0,1.0,42357.92682879661,0.0
226,331,0.0,1.0,42357.92682879661,0.0
227,329,0.0,1.0,42357.91993568069,0.0
228,328,0.0,1.0,42357.89349052319,0.0
229,327,0.0,1.0,42357.89013868883,0.0
230,326,0.0,1.0,42357.84365961912,0.0
231,325,0.0,1.0,42357.835532282115,0.0
232,323,0.0,1.0,42357.81530049132,0.0
233,322,0.0,1.0,42357.7973613565,0.0
234,321,0.0,1.0,42357.77191181989,0.0
235,320,0.0,1.0,42357.76511790557,0.0
236,319,0.0,1.0,42357.74099518545,0.0
237,317,0.0,1.0,42357.71707768036,0.0
238,316,0.0,1.0,42357.71509699494,0.0
239,315,0.0,1.0,42357.679792554205,0.0
240,314,0.0,1.0,42357.66142802519,0.0
241,313,0.0,1.0,42357.66142802519,0.0
242,312,0.0,1.0,42357.64833684818,0.0
243,310,0.0,1.0,42357.627058233156,0.0
244,309,0.0,1.0,42357.62679050307,0.0
245,308,0.0,1.0,42357.60608941068,0.0
246,307,0.0,1.0,42357.591269751756,0.0
247,306,0.0,1.0,42357.58545470728,0.0
248,304,0.0,1.0,42357.5657675231,0.0
249,303,0.0,1.0,42357.5558282865,0.0
250,302,0.0,1.0,42357.53895103375,0.0
251,301,0.0,1.0,42357.515338747035,0.0
252,300,0.0,1.0,42357.515338747035,0.0
253,298,0.0,1.0,42357.505898120835,0.0
254,297,0.0,1.0,42357.47542288995,0.0
255,296,0.0,1.0,42357.46610542733,0.0
256,295,0.0,1.0,42357.438233773195,0.0
257,294,0.0,1.0,42357.438233773195,0.0
258,292,0.0,1.0,42357.435196718216,0.0
259,291,0.0,1.0,42357.41636460727,0.0
260,290,0.0,1.0,42357.41636460727,0.0
261,289,0.0,1.0,42357.39737784029,0.0
262,288,0.0,1.0,42357.38667877713,0.0
263,287,0.0,1.0,42357.38667877713,0.0
264,285,0.0,1.0,42357.384211917146,0.0
265,284,0.0,1.0,42357.37148774823,0.0
266,283,0.0,1.0,42357.370120750755,0.0
267,282,0.0,1.0,42357.370120750755,0.0
268,281,0.0,1.0,42357.347435991964,0.0
269,279,0.0,1.0,42357.34719728315,0.0
270,278,0.0,1.0,42357.340080222355,0.0
271,277,0.0,1.0,42357.3357249353,0.0
272,276,0.0,1.0,42357.31865845145,0.0
273,275,0.0,1.0,42357.3070501794,0.0
274,273,0.0,1.0,42357.3070501794,0.0
275,272,0.0,1.0,42357.3070501794,0.0
276,271,0.0,1.0,42357.303579159845,0.0
277,270,0.0,1.0,42357.28042985599,0.0
278,269,0.0,1.0,42357.27808510527,0.0
279,267,0.0,1.0,42357.270619555085,0.0
280,266,0.0,1.0,42357.26589202932,0.0
281,265,0.0,1.0,42357.25979532939,0.0
282,264,0.0,1.0,42357.24839441622,0.0
283,263,0.0,1.0,42357.23483981028,0.0
284,261,0.0,1.0,42357.225598157085,0.0
285,260,0.0,1.0,42357.21847875318,0.0
286,259,0.0,1.0,42357.20970742729,0.0
287,258,0.0,1.0,42357.198187324575,0.0
288,257,0.0,1.0,42357.190751243914,0.0
289,256,0.0,1.0,42357.18381475018,0.0
290,254,0.0,1.0,42357.18381475018,0.0
291,253,0.0,1.0,42357.16814405244,0.0
292,252,0.0,1.0,42357.15997422411,0.0
293,251,0.0,1.0,42357.15013816065,0.0
294,250,0.0,1.0,42357.14514908084,0.0
295,248,0.0,1.0,42357.13559519214,0.0
296,247,0.0,1.0,42357.12585969888,0.0
297,246,0.0,1.0,42357.11109448799,0.0
298,245,0.0,1.0,42357.10837331464,0.0
299,244,0.0,1.0,42357.097450669855,0.0
300,242,0.0,1.0,42357.0932195043,0.0
301,241,0.0,1.0,42357.08353744207,0.0
302,240,0.0,1.0,42357.07789504587,0.0
303,239,0.0,1.0,42357.06317056474,0.0
304,238,0.0,1.0,42357.05605382486,0.0
305,236,0.0,1.0,42357.05221025023,0.0
306,235,0.0,1.0,42357.04214984846,0.0
307,234,0.0,1.0,42357.04214984846,0.0
308,233,0.0,1.0,42357.04214984846,0.0
309,232,0.0,1.0,42357.03596732452,0.0
310,230,0.0,1.0,42357.0342618266,0.0
311,229,0.0,1.0,42357.030631496484,0.0
312,228,0.0,1.0,42357.02135747901,0.0
313,227,0.0,1.0,42357.01470294065,0.0
314,226,0.0,1.0,42357.01186313617,0.0
315,225,0.0,1.0,42357.01186313617,0.0
316,223,0.0,1.0,42357.00404551308,0.0
317,222,0.0,1.0,42357.00282220944,0.0
318,221,0.0,1.0,42357.00136611844,0.0
319,220,0.0,1.0,42356.99066697696,0.0
320,219,0.0,1.0,42356.986956141714,0.0
321,217,0.0,1.0,42356.985489416016,0.0
322,216,0.0,1.0,42356.984569631626,0.0
323,215,0.0,1.0,42356.980525523424,0.0
324,214,0.0,1.0,42356.97746929758,0.0
325,213,0.0,1.0,42356.97746929758,0.0
326,211,0.0,1.0,42356.975305248954,0.0
327,210,0.0,1.0,42356.96871510369,0.0
328,209,0.0,1.0,42356.964530423254,0.0
329,208,0.0,1.0,42356.96353464881,0.0
330,207,0.0,1.0,42356.96179119425,0.0
331,205,0.0,1.0,42356.95758962996,0.0
332,204,0.0,1.0,42356.9511890032,0.0
333,203,0.0,1.0,42356.9511890032,0.0
334,202,0.0,1.0,42356.9511890032,0.0
335,201,0.0,1.0,42356.9511890032,0.0
336,199,0.0,1.0,42356.948047596496,0.0
337,198,0.0,1.0,42356.94422227137,0.0
338,197,0.0,1.0,42356.941611888484,0.0
339,196,0.0,1.0,42356.941611888484,0.0
340,195,0.0,1.0,42356.93932973851,0.0
341,194,0.0,1.0,42356.93576557786,0.0
342,192,0.0,1.0,42356.93576557786,0.0
343,191,0.0,1.0,42356.93472086621,0.0
344,190,0.0,1.0,42356.932392063965,0.0
345,189,0.0,1.0,42356.93181489434,0.0
346,188,0.0,1.0,42356.92925814724,0.0
347,186,0.0,1.0,42356.92925814724,0.0
348,185,0.0,1.0,42356.92861526318,0.0
349,184,0.0,1.0,42356.926397582596,0.0
350,183,0.0,1.0,42356.925201678816,0.0
351,182,0.0,1.0,42356.92384406143,0.0
352,180,0.0,1.0,42356.92139502382,0.0
353,179,0.0,1.0,42356.92013493237,0.0
354,178,0.0,1.0,42356.91854301492,0.0
355,177,0.0,1.0,42356.91402948326,0.0
356,176,0.0,1.0,42356.91402948326,0.0
357,174,0.0,1.0,42356.91402948326,0.0
358,173,0.0,1.0,42356.91318987205,0.0
359,172,0.0,1.0,42356.91132801722,0.0
360,171,0.0,1.0,42356.90981495243,0.0
361,170,0.0,1.0,42356.90842410414,0.0
362,168,0.0,1.0,42356.90842410414,0.0
363,167,0.0,1.0,42356.906313791726,0.0
364,166,0.0,1.0,42356.90498464867,0.0
365,165,0.0,1.0,42356.90479584966,0.0
366,164,0.0,1.0,42356.901835147146,0.0
367,163,0.0,1.0,42356.901835147146,0.0
368,161,0.0,1.0,42356.901608672386,0.0
369,160,0.0,1.0,42356.901608672386,0.0
370,159,0.0,1.0,42356.899107884834,0.0
371,158,0.0,1.0,42356.898197716866,0.0
372,157,0.0,1.0,42356.898197716866,0.0
373,155,0.0,1.0,42356.8969246774,0.0
374,154,0.0,1.0,42356.89582570427,0.0
375,153,0.0,1.0,42356.89427919329,0.0
376,152,0.0,1.0,42356.89410180431,0.0
377,151,0.0,1.0,42356.89086875312,0.0
378,149,0.0,1.0,42356.89086875312,0.0
379,148,0.0,1.0,42356.89086875312,0.0
380,147,0.0,1.0,42356.88999510969,0.0
381,146,0.0,1.0,42356.889180711776,0.0
382,145,0.0,1.0,42356.88835993131,0.0
383,143,0.0,1.0,42356.88637780052,0.0
384,142,0.0,1.0,42356.88535456451,0.0
385,141,0.0,1.0,42356.88463830792,0.0
386,140,0.0,1.0,42356.883690508635,0.0
387,139,0.0,1.0,42356.883690508635,0.0
388,138,0.0,1.0,42356.883627322095,0.0
389,136,0.0,1.0,42356.8821698813,0.0
390,135,0.0,1.0,42356.881069425166,0.0
391,134,0.0,1.0,42356.87982167755,0.0
392,133,0.0,1.0,42356.87982167755,0.0
393,132,0.0,1.0,42356.878034534755,0.0
394,130,0.0,1.0,42356.878034534755,0.0
395,129,0.0,1.0,42356.87454684379,0.0
396,128,0.0,1.0,42356.87454684379,0.0
397,127,0.0,1.0,42356.87454684379,0.0
398,126,0.0,1.0,42356.874032508975,0.0
399,124,0.0,1.0,42356.873216906664,0.0
400,123,0.0,1.0,42356.87215098676,0.0
401,122,0.0,1.0,42356.87215098676,0.0
402,121,0.0,1.0,42356.87180461183,0.0
403,120,0.0,1.0,42356.87054398433,0.0
404,118,0.0,1.0,42356.87019306198,0.0
405,117,0.0,1.0,42356.86816934411,0.0
406,116,0.0,1.0,42356.86690156275,0.0
407,115,0.0,1.0,42356.86645537382,0.0
408,114,0.0,1.0,42356.86510871454,0.0
409,112,0.0,1.0,42356.86359253457,0.0
410,111,0.0,1.0,42356.8620767268,0.0
411,110,0.0,1.0,42356.8620767268,0.0
412,109,0.0,1.0,42356.8620767268,0.0
413,108,0.0,1.0,42356.8620767268,0.0
414,107,0.0,1.0,42356.8620767268,0.0
415,105,0.0,1.0,42356.86087784714,0.0
416,104,0.0,1.0,42356.8597565559,0.0
417,103,0.0,1.0,42356.858913044794,0.0
418,102,0.0,1.0,42356.85804525879,0.0
419,101,0.0,1.0,42356.85797889274,0.0
420,99,0.0,1.0,42356.857079973,0.0
421,98,0.0,1.0,42356.856994766065,0.0
422,97,0.0,1.0,42356.85558020568,0.0
423,96,0.0,1.0,42356.85558020568,0.0
424,95,0.0,1.0,42356.853959818516,0.0
425,93,0.0,1.0,42356.853959818516,0.0
426,92,0.0,1.0,42356.8532994385,0.0
427,91,0.0,1.0,42356.85284220423,0.0
428,90,0.0,1.0,42356.85284220423,0.0
429,89,0.0,1.0,42356.85104323581,0.0
430,87,0.0,1.0,42356.85104323581,0.0
431,86,0.0,1.0,42356.85043714266,0.0
432,85,0.0,1.0,42356.85043714266,0.0
433,84,0.0,1.0,42356.85005468862,0.0
434,83,0.0,1.0,42356.85005468862,0.0
435,81,0.0,1.0,42356.84944793905,0.0
436,80,0.0,1.0,42356.84879512052,0.0
437,79,0.0,1.0,42356.84879512052,0.0
438,78,0.0,1.0,42356.848705149096,0.0
439,77,0.0,1.0,42356.84866839925,0.0
440,76,0.0,1.0,42356.8481067369,0.0
441,74,0.0,1.0,42356.8481067369,0.0
442,73,0.0,1.0,42356.846774411664,0.0
443,72,0.0,1.0,42356.846658371665,0.0
444,71,0.0,1.0,42356.844920182935,0.0
445,70,0.0,1.0,42356.84488223048,0.0
446,68,0.0,1.0,42356.84486237281,0.0
447,67,0.0,1.0,42356.84389917803,0.0
448,66,0.0,1.0,42356.843816521345,0.0
449,65,0.0,1.0,42356.843740869095,0.0
450,64,0.0,1.0,42356.84321127317,0.0
451,62,0.0,1.0,42356.84292639434,0.0
452,61,0.0,1.0,42356.842683987576,0.0
453,60,0.0,1.0,42356.842471448086,0.0
454,59,0.0,1.0,42356.84178004622,0.0
455,58,0.0,1.0,42356.84150205678,0.0
456,56,0.0,1.0,42356.84085409339,0.0
457,55,0.0,1.0,42356.840841880534,0.0
458,54,0.0,1.0,42356.840841880534,0.0
459,53,0.0,1.0,42356.84081228898,0.0
460,52,0.0,1.0,42356.840668808596,0.0
461,50,0.0,1.0,42356.840668808596,0.0
462,49,0.0,1.0,42356.84033280832,0.0
463,48,0.0,1.0,42356.84033280832,0.0
464,47,0.0,1.0,42356.84000652339,0.0
465,46,0.0,1.0,42356.839460049814,0.0
466,45,0.0,1.0,42356.839460049814,0.0
467,43,0.0,1.0,42356.839460049814,0.0
468,42,0.0,1.0,42356.839460049814,0.0
469,41,0.0,1.0,42356.839460049814,0.0
470,40,0.0,1.0,42356.839460049814,0.0
471,39,0.0,1.0,42356.839460049814,0.0
472,37,0.0,1.0,42356.839460049814,0.0
473,36,0.0,1.0,42356.83926658711,0.0
474,35,0.0,1.0,42356.83926658711,0.0
475,34,0.0,1.0,42356.83923460222,0.0
476,33,0.0,1.0,42356.839091771864,0.0
477,31,0.0,1.0,42356.839091771864,0.0
478,30,0.0,1.0,42356.839091771864,0.0
479,29,0.0,1.0,42356.839091771864,0.0
480,28,0.0,1.0,42356.839091771864,0.0
481,27,0.0,1.0,42356.83893911359,0.0
482,25,0.0,1.0,42356.83893911359,0.0
483,24,0.0,1.0,42356.838915795786,0.0
484,23,0.0,1.0,42356.83861503812,0.0
485,22,0.0,1.0,42356.83861503812,0.0
486,21,0.0,1.0,42356.83861503812,0.0
487,19,0.0,1.0,42356.83861503812,0.0
488,18,0.0,1.0,42356.83861503812,0.0
489,17,0.0,1.0,42356.838550120985,0.0
490,16,0.0,1.0,42356.838550120985,0.0
491,15,0.0,1.0,42356.838550120985,0.0
492,14,0.0,1.0,42356.838550120985,0.0
493,12,0.0,1.0,42356.83851729751,0.0
494,11,0.0,1.0,42356.83851729751,0.0
495,10,0.0,1.0,42356.83848989138,0.0
496,9,0.0,1.0,42356.83848989138,0.0
497,8,0.0,1.0,42356.83848989138,0.0
498,6,0.0,1.0,42356.8384490584,0.0
499,5,0.0,1.0,42356.8384490584,0.0
500,4,0.0,1.0,42356.8384490584,0.0
