iteration,best_cost,best_cv,best_fitness,feasible
131,43285.106318114,0.000000000000e+00,43285.106318114,1
132,43282.182432309,0.000000000000e+00,43282.182432309,1
133,43277.648740891,0.000000000000e+00,43277.648740891,1
134,43274.598563012,0.000000000000e+00,43274.598563012,1
135,43269.760507678,0.000000000000e+00,43269.760507678,1
136,43268.318399004,0.000000000000e+00,43268.318399004,1
137,43267.894966600,0.000000000000e+00,43267.894966600,1
138,43266.918991144,0.000000000000e+00,43266.918991144,1
139,43262.534595264,0.000000000000e+00,43262.534595264,1
140,43260.723731879,0.000000000000e+00,43260.723731879,1
141,43257.588306594,0.000000000000e+00,43257.588306594,1
142,43256.726259086,0.000000000000e+00,43256.726259086,1
143,43254.318816988,0.000000000000e+00,43254.318816988,1
144,43252.303378011,0.000000000000e+00,43252.303378011,1
145,43250.386343519,0.000000000000e+00,43250.386343519,1
146,43249.533774219,0.000000000000e+00,43249.533774219,1
147,43248.185778096,0.000000000000e+00,43248.185778096,1
148,43248.119233791,0.000000000000e+00,43248.119233791,1
149,43248.119233791,0.000000000000e+00,43248.119233791,1
150,43247.499008796,0.000000000000e+00,43247.499008796,1
151,43246.803848862,0.000000000000e+00,43246.803848862,1
152,43242.556115777,0.000000000000e+00,43242.556115777,1
153,43241.459823168,0.000000000000e+00,43241.459823168,1
154,43241.459823168,0.000000000000e+00,43241.459823168,1
155,43239.650477817,0.000000000000e+00,43239.650477817,1
156,43236.846401491,0.000000000000e+00,43236.846401491,1
157,43234.533626008,0.000000000000e+00,43234.533626008,1
158,43234.533626008,0.000000000000e+00,43234.533626008,1
159,43234.062892345,0.000000000000e+00,43234.062892345,1
160,43228.214597709,0.000000000000e+00,43228.214597709,1
161,43217.333266444,0.000000000000e+00,43217.333266444,1
162,43205.667604219,0.000000000000e+00,43205.667604219,1
163,43196.720655992,0.000000000000e+00,43196.720655992,1
164,43195.645174576,0.000000000000e+00,43195.645174576,1
165,43191.495091699,0.000000000000e+00,43191.495091699,1
166,43186.423327173,0.000000000000e+00,43186.423327173,1
167,43182.140423664,0.000000000000e+00,43182.140423664,1
168,43178.202602505,0.000000000000e+00,43178.202602505,1
169,43173.038403867,0.000000000000e+00,43173.038403867,1
170,43169.455360653,0.000000000000e+00,43169.455360653,1
171,43168.326906204,0.000000000000e+00,43168.326906204,1
172,43160.911702806,0.000000000000e+00,43160.911702806,1
173,43151.806804150,0.000000000000e+00,43151.806804150,1
174,43134.631900696,0.000000000000e+00,43134.631900696,1
175,43123.626230060,0.000000000000e+00,43123.626230060,1
176,43116.282715414,0.000000000000e+00,43116.282715414,1
177,43107.862646414,0.000000000000e+00,43107.862646414,1
178,43104.672197306,0.000000000000e+00,43104.672197306,1
179,43101.077602377,0.000000000000e+00,43101.077602377,1
180,43100.364654198,0.000000000000e+00,43100.364654198,1
181,43096.530019891,0.000000000000e+00,43096.530019891,1
182,43092.727539451,0.000000000000e+00,43092.727539451,1
183,43090.207330784,0.000000000000e+00,43090.207330784,1
184,43086.734419662,0.000000000000e+00,43086.734419662,1
185,43084.716517833,0.000000000000e+00,43084.716517833,1
186,43084.716517833,0.000000000000e+00,43084.716517833,1
187,43084.420144993,0.000000000000e+00,43084.420144993,1
188,43083.903770933,0.000000000000e+00,43083.903770933,1
189,43082.123483069,0.000000000000e+00,43082.123483069,1
190,43081.735917045,0.000000000000e+00,43081.735917045,1
191,43079.583891549,0.000000000000e+00,43079.583891549,1
192,43077.375973668,0.000000000000e+00,43077.375973668,1
193,43077.375973668,0.000000000000e+00,43077.375973668,1
194,43076.197735299,0.000000000000e+00,43076.197735299,1
195,43075.649584726,0.000000000000e+00,43075.649584726,1
196,43074.180309053,0.000000000000e+00,43074.180309053,1
197,43074.042519907,0.000000000000e+00,43074.042519907,1
198,43072.166998676,0.000000000000e+00,43072.166998676,1
199,43070.505917431,0.000000000000e+00,43070.505917431,1
200,43069.057611133,0.000000000000e+00,43069.057611133,1
201,43065.974591594,0.000000000000e+00,43065.974591594,1
202,43064.068273891,0.000000000000e+00,43064.068273891,1
203,43062.788504293,0.000000000000e+00,43062.788504293,1
204,43061.753852913,0.000000000000e+00,43061.753852913,1
205,43060.727801038,0.000000000000e+00,43060.727801038,1
206,43060.671123582,0.000000000000e+00,43060.671123582,1
207,43060.614117098,0.000000000000e+00,43060.614117098,1
208,43059.398361426,0.000000000000e+00,43059.398361426,1
209,43058.952973506,0.000000000000e+00,43058.952973506,1
210,43058.056629203,0.000000000000e+00,43058.056629203,1
211,43057.239027288,0.000000000000e+00,43057.239027288,1
212,43056.314399984,0.000000000000e+00,43056.314399984,1
213,43054.690692669,0.000000000000e+00,43054.690692669,1
214,43053.999260375,0.000000000000e+00,43053.999260375,1
215,43053.111405602,0.000000000000e+00,43053.111405602,1
216,43052.189581533,0.000000000000e+00,43052.189581533,1
217,43051.027287757,0.000000000000e+00,43051.027287757,1
218,43048.702267584,0.000000000000e+00,43048.702267584,1
219,43042.485179531,0.000000000000e+00,43042.485179531,1
220,43036.394945883,0.000000000000e+00,43036.394945883,1
221,43030.512085205,0.000000000000e+00,43030.512085205,1
222,43028.092486628,0.000000000000e+00,43028.092486628,1
223,43024.481301391,0.000000000000e+00,43024.481301391,1
224,43019.157474277,0.000000000000e+00,43019.157474277,1
225,43014.936975030,0.000000000000e+00,43014.936975030,1
226,43007.777355869,0.000000000000e+00,43007.777355869,1
227,42997.449754831,0.000000000000e+00,42997.449754831,1
228,42997.449754831,0.000000000000e+00,42997.449754831,1
229,42995.791999109,0.000000000000e+00,42995.791999109,1
230,42995.150675384,0.000000000000e+00,42995.150675384,1
231,42993.353974328,0.000000000000e+00,42993.353974328,1
232,42991.975330392,0.000000000000e+00,42991.975330392,1
233,42984.040720912,0.000000000000e+00,42984.040720912,1
234,42984.040720912,0.000000000000e+00,42984.040720912,1
235,42983.951639131,0.000000000000e+00,42983.951639131,1
236,42981.651895193,0.000000000000e+00,42981.651895193,1
237,42981.517320419,0.000000000000e+00,42981.517320419,1
238,42980.098585795,0.000000000000e+00,42980.098585795,1
239,42977.352149278,0.000000000000e+00,42977.352149278,1
240,42973.958077626,0.000000000000e+00,42973.958077626,1
241,42973.273504496,0.000000000000e+00,42973.273504496,1
242,42972.219735760,0.000000000000e+00,42972.219735760,1
243,42971.733354967,0.000000000000e+00,42971.733354967,1
244,42971.733354967,0.000000000000e+00,42971.733354967,1
245,42971.227513141,0.000000000000e+00,42971.227513141,1
246,42971.227513141,0.000000000000e+00,42971.227513141,1
247,42970.066750190,0.000000000000e+00,42970.066750190,1
248,42970.024435260,0.000000000000e+00,42970.024435260,1
249,42968.744840012,0.000000000000e+00,42968.744840012,1
250,42967.989149722,0.000000000000e+00,42967.989149722,1
251,42967.117491915,0.000000000000e+00,42967.117491915,1
252,42965.426534677,0.000000000000e+00,42965.426534677,1
253,42964.024130929,0.000000000000e+00,42964.024130929,1
254,42964.024130929,0.000000000000e+00,42964.024130929,1
255,42963.084327921,0.000000000000e+00,42963.084327921,1
256,42961.634855438,0.000000000000e+00,42961.634855438,1
257,42960.548310066,0.000000000000e+00,42960.548310066,1
258,42958.559234075,0.000000000000e+00,42958.559234075,1
259,42957.647708051,0.000000000000e+00,42957.647708051,1
260,42956.243874435,0.000000000000e+00,42956.243874435,1
261,42955.669460268,0.000000000000e+00,42955.669460268,1
262,42950.981632756,0.000000000000e+00,42950.981632756,1
263,42947.982507889,0.000000000000e+00,42947.982507889,1
264,42946.301437329,0.000000000000e+00,42946.301437329,1
265,42943.634808781,0.000000000000e+00,42943.634808781,1
266,42940.948337680,0.000000000000e+00,42940.948337680,1
267,42938.211406637,0.000000000000e+00,42938.211406637,1
268,42938.211406637,0.000000000000e+00,42938.211406637,1
269,42937.350405640,0.000000000000e+00,42937.350405640,1
270,42934.911065393,0.000000000000e+00,42934.911065393,1
271,42932.676617122,0.000000000000e+00,42932.676617122,1
272,42932.184853779,0.000000000000e+00,42932.184853779,1
273,42929.979862772,0.000000000000e+00,42929.979862772,1
274,42926.117806997,0.000000000000e+00,42926.117806997,1
275,42923.757470805,0.000000000000e+00,42923.757470805,1
276,42921.721209056,0.000000000000e+00,42921.721209056,1
277,42919.238512088,0.000000000000e+00,42919.238512088,1
278,42916.732237501,0.000000000000e+00,42916.732237501,1
279,42914.122287942,0.000000000000e+00,42914.122287942,1
280,42909.060524591,0.000000000000e+00,42909.060524591,1
281,42904.454585764,0.000000000000e+00,42904.454585764,1
282,42899.153471856,0.000000000000e+00,42899.153471856,1
283,42895.571593409,0.000000000000e+00,42895.571593409,1
284,42893.723866613,0.000000000000e+00,42893.723866613,1
285,42891.902957067,0.000000000000e+00,42891.902957067,1
286,42890.025925099,0.000000000000e+00,42890.025925099,1
287,42886.121861827,0.000000000000e+00,42886.121861827,1
288,42880.958384830,0.000000000000e+00,42880.958384830,1
289,42875.105229319,0.000000000000e+00,42875.105229319,1
290,42868.877048741,0.000000000000e+00,42868.877048741,1
291,42862.118362980,0.000000000000e+00,42862.118362980,1
292,42853.612970662,0.000000000000e+00,42853.612970662,1
293,42842.873289868,0.000000000000e+00,42842.873289868,1
294,42836.237464094,0.000000000000e+00,42836.237464094,1
295,42831.497170648,0.000000000000e+00,42831.497170648,1
296,42829.371368416,0.000000000000e+00,42829.371368416,1
297,42823.660084968,0.000000000000e+00,42823.660084968,1
298,42820.047468191,0.000000000000e+00,42820.047468191,1
299,42811.516969207,0.000000000000e+00,42811.516969207,1
300,42804.886341636,0.000000000000e+00,42804.886341636,1
301,42797.762966077,0.000000000000e+00,42797.762966077,1
302,42790.236836212,0.000000000000e+00,42790.236836212,1
303,42785.841128899,0.000000000000e+00,42785.841128899,1
304,42783.903390614,0.000000000000e+00,42783.903390614,1
305,42776.507517599,0.000000000000e+00,42776.507517599,1
306,42768.632452349,0.000000000000e+00,42768.632452349,1
307,42763.966160931,0.000000000000e+00,42763.966160931,1
308,42756.203446968,0.000000000000e+00,42756.203446968,1
309,42755.505170638,0.000000000000e+00,42755.505170638,1
310,42750.435995456,0.000000000000e+00,42750.435995456,1
311,42749.386677255,0.000000000000e+00,42749.386677255,1
312,42745.780654641,0.000000000000e+00,42745.780654641,1
313,42741.322030424,0.000000000000e+00,42741.322030424,1
314,42739.147143926,0.000000000000e+00,42739.147143926,1
315,42737.563384542,0.000000000000e+00,42737.563384542,1
316,42735.206218085,0.000000000000e+00,42735.206218085,1
317,42730.038604678,0.000000000000e+00,42730.038604678,1
318,42729.752429435,0.000000000000e+00,42729.752429435,1
319,42727.246010695,0.000000000000e+00,42727.246010695,1
320,42724.645380010,0.000000000000e+00,42724.645380010,1
321,42717.463046827,0.000000000000e+00,42717.463046827,1
322,42712.837223132,0.000000000000e+00,42712.837223132,1
323,42704.614793192,0.000000000000e+00,42704.614793192,1
324,42700.632465829,0.000000000000e+00,42700.632465829,1
325,42696.583624908,0.000000000000e+00,42696.583624908,1
326,42693.198795958,0.000000000000e+00,42693.198795958,1
327,42689.130970700,0.000000000000e+00,42689.130970700,1
328,42686.914463001,0.000000000000e+00,42686.914463001,1
329,42681.062068768,0.000000000000e+00,42681.062068768,1
330,42677.557997194,0.000000000000e+00,42677.557997194,1
331,42671.262484170,0.000000000000e+00,42671.262484170,1
332,42665.372516274,0.000000000000e+00,42665.372516274,1
333,42661.692735813,0.000000000000e+00,42661.692735813,1
334,42655.015004764,0.000000000000e+00,42655.015004764,1
335,42651.644352148,0.000000000000e+00,42651.644352148,1
336,42651.644352148,0.000000000000e+00,42651.644352148,1
337,42650.845021669,0.000000000000e+00,42650.845021669,1
338,42647.278769803,0.000000000000e+00,42647.278769803,1
339,42645.800889029,0.000000000000e+00,42645.800889029,1
340,42643.637239266,0.000000000000e+00,42643.637239266,1
341,42642.225783267,0.000000000000e+00,42642.225783267,1
342,42642.225783267,0.000000000000e+00,42642.225783267,1
343,42641.744126945,0.000000000000e+00,42641.744126945,1
344,42640.871193822,0.000000000000e+00,42640.871193822,1
345,42639.622298454,0.000000000000e+00,42639.622298454,1
346,42639.224844026,0.000000000000e+00,42639.224844026,1
347,42637.691159186,0.000000000000e+00,42637.691159186,1
348,42636.052296105,0.000000000000e+00,42636.052296105,1
349,42634.583890303,0.000000000000e+00,42634.583890303,1
350,42633.600406409,0.000000000000e+00,42633.600406409,1
351,42633.037748116,0.000000000000e+00,42633.037748116,1
352,42631.972201407,0.000000000000e+00,42631.972201407,1
353,42631.960694037,0.000000000000e+00,42631.960694037,1
354,42630.557522749,0.000000000000e+00,42630.557522749,1
355,42628.864348968,0.000000000000e+00,42628.864348968,1
356,42626.603701482,0.000000000000e+00,42626.603701482,1
357,42623.695779498,0.000000000000e+00,42623.695779498,1
358,42619.869516734,0.000000000000e+00,42619.869516734,1
359,42615.436565129,0.000000000000e+00,42615.436565129,1
360,42611.178875000,0.000000000000e+00,42611.178875000,1
361,42609.287528228,0.000000000000e+00,42609.287528228,1
362,42606.811770731,0.000000000000e+00,42606.811770731,1
363,42603.705392702,0.000000000000e+00,42603.705392702,1
364,42600.716260638,0.000000000000e+00,42600.716260638,1
365,42591.844129099,0.000000000000e+00,42591.844129099,1
366,42588.166753180,0.000000000000e+00,42588.166753180,1
367,42578.588188048,0.000000000000e+00,42578.588188048,1
368,42572.659879423,0.000000000000e+00,42572.659879423,1
369,42563.018251876,0.000000000000e+00,42563.018251876,1
370,42555.641028371,0.000000000000e+00,42555.641028371,1
371,42551.666627614,0.000000000000e+00,42551.666627614,1
372,42549.376582198,0.000000000000e+00,42549.376582198,1
373,42549.376582198,0.000000000000e+00,42549.376582198,1
374,42548.703226487,0.000000000000e+00,42548.703226487,1
375,42547.949496813,0.000000000000e+00,42547.949496813,1
376,42546.571694303,0.000000000000e+00,42546.571694303,1
377,42543.402071958,0.000000000000e+00,42543.402071958,1
378,42541.523548359,0.000000000000e+00,42541.523548359,1
379,42539.973409127,0.000000000000e+00,42539.973409127,1
380,42538.837667790,0.000000000000e+00,42538.837667790,1
381,42536.690522259,0.000000000000e+00,42536.690522259,1
382,42534.123124235,0.000000000000e+00,42534.123124235,1
383,42531.243190030,0.000000000000e+00,42531.243190030,1
384,42529.375749907,0.000000000000e+00,42529.375749907,1
385,42527.478947120,0.000000000000e+00,42527.478947120,1
386,42524.801345369,0.000000000000e+00,42524.801345369,1
387,42522.091876050,0.000000000000e+00,42522.091876050,1
388,42519.697596051,0.000000000000e+00,42519.697596051,1
389,42518.688319172,0.000000000000e+00,42518.688319172,1
390,42515.990081019,0.000000000000e+00,42515.990081019,1
391,42514.563658461,0.000000000000e+00,42514.563658461,1
392,42511.586053145,0.000000000000e+00,42511.586053145,1
393,42511.001454454,0.000000000000e+00,42511.001454454,1
394,42507.855286497,0.000000000000e+00,42507.855286497,1
395,42503.493978556,0.000000000000e+00,42503.493978556,1
396,42501.328642927,0.000000000000e+00,42501.328642927,1
397,42499.561508627,0.000000000000e+00,42499.561508627,1
398,42497.156374619,0.000000000000e+00,42497.156374619,1
399,42494.205162198,0.000000000000e+00,42494.205162198,1
400,42491.276426981,0.000000000000e+00,42491.276426981,1
401,42488.245610873,0.000000000000e+00,42488.245610873,1
402,42484.927084340,0.000000000000e+00,42484.927084340,1
403,42482.121453962,0.000000000000e+00,42482.121453962,1
404,42482.121453962,0.000000000000e+00,42482.121453962,1
405,42478.883094288,0.000000000000e+00,42478.883094288,1
406,42478.724238532,0.000000000000e+00,42478.724238532,1
407,42476.844064525,0.000000000000e+00,42476.844064525,1
408,42475.145395994,0.000000000000e+00,42475.145395994,1
409,42473.987250773,0.000000000000e+00,42473.987250773,1
410,42473.716249637,0.000000000000e+00,42473.716249637,1
411,42473.540937843,0.000000000000e+00,42473.540937843,1
412,42473.132035850,0.000000000000e+00,42473.132035850,1
413,42472.547266143,0.000000000000e+00,42472.547266143,1
414,42472.221056035,0.000000000000e+00,42472.221056035,1
415,42471.210367308,0.000000000000e+00,42471.210367308,1
416,42470.941261869,0.000000000000e+00,42470.941261869,1
417,42470.717719843,0.000000000000e+00,42470.717719843,1
418,42470.024779974,0.000000000000e+00,42470.024779974,1
419,42469.366561216,0.000000000000e+00,42469.366561216,1
420,42468.642923315,0.000000000000e+00,42468.642923315,1
421,42468.137103584,0.000000000000e+00,42468.137103584,1
422,42466.985988993,0.000000000000e+00,42466.985988993,1
423,42466.549670100,0.000000000000e+00,42466.549670100,1
424,42465.897228697,0.000000000000e+00,42465.897228697,1
425,42465.150184171,0.000000000000e+00,42465.150184171,1
426,42464.686037430,0.000000000000e+00,42464.686037430,1
427,42464.352799007,0.000000000000e+00,42464.352799007,1
428,42463.203268905,0.000000000000e+00,42463.203268905,1
429,42462.416653254,0.000000000000e+00,42462.416653254,1
430,42461.940142743,0.000000000000e+00,42461.940142743,1
431,42460.525973518,0.000000000000e+00,42460.525973518,1
432,42459.736009217,0.000000000000e+00,42459.736009217,1
433,42458.254502909,0.000000000000e+00,42458.254502909,1
434,42457.071952120,0.000000000000e+00,42457.071952120,1
435,42456.166638327,0.000000000000e+00,42456.166638327,1
436,42455.441301652,0.000000000000e+00,42455.441301652,1
437,42454.304214167,0.000000000000e+00,42454.304214167,1
438,42454.236169762,0.000000000000e+00,42454.236169762,1
439,42453.860940932,0.000000000000e+00,42453.860940932,1
440,42452.995012642,0.000000000000e+00,42452.995012642,1
441,42452.062991948,0.000000000000e+00,42452.062991948,1
442,42452.062991948,0.000000000000e+00,42452.062991948,1
443,42451.903402457,0.000000000000e+00,42451.903402457,1
444,42451.025769079,0.000000000000e+00,42451.025769079,1
445,42450.848813161,0.000000000000e+00,42450.848813161,1
446,42449.305760439,0.000000000000e+00,42449.305760439,1
447,42448.499808628,0.000000000000e+00,42448.499808628,1
448,42448.237335289,0.000000000000e+00,42448.237335289,1
449,42448.013117480,0.000000000000e+00,42448.013117480,1
450,42447.524112402,0.000000000000e+00,42447.524112402,1
451,42446.884411606,0.000000000000e+00,42446.884411606,1
452,42446.765769880,0.000000000000e+00,42446.765769880,1
453,42446.264666278,0.000000000000e+00,42446.264666278,1
454,42445.843367880,0.000000000000e+00,42445.843367880,1
455,42445.607316330,0.000000000000e+00,42445.607316330,1
456,42444.612447902,0.000000000000e+00,42444.612447902,1
457,42444.318232625,0.000000000000e+00,42444.318232625,1
458,42443.897975812,0.000000000000e+00,42443.897975812,1
459,42443.086592176,0.000000000000e+00,42443.086592176,1
460,42442.424100705,0.000000000000e+00,42442.424100705,1
461,42441.537513960,0.000000000000e+00,42441.537513960,1
462,42440.769240689,0.000000000000e+00,42440.769240689,1
463,42440.106529056,0.000000000000e+00,42440.106529056,1
464,42439.632257734,0.000000000000e+00,42439.632257734,1
465,42439.632257734,0.000000000000e+00,42439.632257734,1
466,42439.428927539,0.000000000000e+00,42439.428927539,1
467,42439.157042439,0.000000000000e+00,42439.157042439,1
468,42438.856444225,0.000000000000e+00,42438.856444225,1
469,42438.428868156,0.000000000000e+00,42438.428868156,1
470,42438.130977329,0.000000000000e+00,42438.130977329,1
471,42437.908200576,0.000000000000e+00,42437.908200576,1
472,42437.801333145,0.000000000000e+00,42437.801333145,1
473,42437.658356722,0.000000000000e+00,42437.658356722,1
474,42437.330913452,0.000000000000e+00,42437.330913452,1
475,42436.938368566,0.000000000000e+00,42436.938368566,1
476,42436.608943712,0.000000000000e+00,42436.608943712,1
477,42436.369912890,0.000000000000e+00,42436.369912890,1
478,42436.369912890,0.000000000000e+00,42436.369912890,1
479,42436.369912890,0.000000000000e+00,42436.369912890,1
480,42436.139839739,0.000000000000e+00,42436.139839739,1
481,42435.777313882,0.000000000000e+00,42435.777313882,1
482,42435.641390227,0.000000000000e+00,42435.641390227,1
483,42435.234721767,0.000000000000e+00,42435.234721767,1
484,42434.922427761,0.000000000000e+00,42434.922427761,1
485,42434.570398946,0.000000000000e+00,42434.570398946,1
486,42434.216342249,0.000000000000e+00,42434.216342249,1
487,42434.027158328,0.000000000000e+00,42434.027158328,1
488,42434.027158328,0.000000000000e+00,42434.027158328,1
489,42434.027158328,0.000000000000e+00,42434.027158328,1
490,42433.980100705,0.000000000000e+00,42433.980100705,1
491,42433.905264273,0.000000000000e+00,42433.905264273,1
492,42433.796985566,0.000000000000e+00,42433.796985566,1
493,42433.796985566,0.000000000000e+00,42433.796985566,1
494,42433.737510312,0.000000000000e+00,42433.737510312,1
495,42433.674005504,0.000000000000e+00,42433.674005504,1
496,42433.674005504,0.000000000000e+00,42433.674005504,1
