hour,p_vital_mw,p_nonvital_mw,p_load_mw,p_pv_mw,v_kn,p_propulsion_mw,p_ess_mw,energy_ess_mwh,soc,p_g1_mw,p_g2_mw,eeoi,co2_g1,co2_g2,cost_g1,cost_g2,cost_ess,cost_pv
0,5.500000000000,1.400000000000,6.900000000000,0.000000000000,10.690561096896,2.687968533753,-0.000000482050,37.500000457948,0.500000006106,3.838297211364,5.749671804671,7.402129742942,687.272066130914,895.386339150395,667.582397812261,810.888308322367,1.000000000001,0.000000000000
1,7.300000000000,1.900000000000,9.200000000000,0.000000000000,10.122463968358,2.281820089554,0.157566207665,37.334141291985,0.497788550560,4.334392122994,6.989861759172,8.873542414899,746.967814754199,1049.474452576120,726.243121462252,957.535282021087,1.106756572131,0.000000000000
2,7.900000000000,2.000000000000,9.900000000000,0.000000000000,10.021558169786,2.214259087910,0.450887766268,36.859522590650,0.491460301209,4.431269807938,7.232101513997,9.184398913842,759.400751574352,1081.439007817304,738.445215134858,988.046398733325,1.874189044411,0.000000000000
3,9.700000000000,2.400000000000,12.100000000000,0.000000000000,9.720772065749,2.020807571183,1.380148497973,35.406734698047,0.472089795974,4.739082033074,8.001577040476,10.223512226724,800.585950299523,1187.022691047967,778.834665107568,1089.013228805108,9.190682468762,0.000000000000
4,10.200000000000,2.600000000000,12.800000000000,0.000000000000,9.629738669555,1.964564016903,1.678897895377,33.639473755545,0.448526316741,4.837648954975,8.248017166907,10.573780289023,814.314929605976,1222.139889045645,792.288803810140,1122.651786044205,13.120402015341,0.000000000000
5,12.100000000000,3.100000000000,15.200000000000,0.600000000000,9.405818541435,1.830680134416,2.450995583128,31.059478404883,0.414126378732,5.093078260712,8.886606290972,11.520473589596,851.113305898584,1316.076376004192,828.329739335139,1212.756738258362,26.831731198612,6.120000000000
6,13.000000000000,3.300000000000,16.300000000000,1.050000000000,9.328219751587,1.785743123178,2.731381861129,28.184339603695,0.375791194716,5.185843420581,9.118517841879,11.878761229414,864.913555973325,1351.240346518767,841.838756823096,1246.529239467496,33.079921546619,10.710000000000
7,12.000000000000,3.000000000000,15.000000000000,1.400000000000,9.528487098524,1.903244272548,2.021249509091,26.056708541493,0.347422780553,4.950887091054,8.531107672777,10.986373622977,830.411191253405,1263.259195268589,808.057323941332,1162.072549231925,18.567433185406,14.280000000000
8,12.100000000000,3.000000000000,15.100000000000,2.250000000000,9.623406311240,1.960690969575,1.700238370124,24.266983941363,0.323559785885,4.844723284719,8.265729315088,10.599149973214,815.310372871462,1224.688162048748,793.264147588150,1125.093786158218,13.430485215538,22.950000000000
9,11.300000000000,2.900000000000,14.200000000000,1.550000000000,9.628500951671,1.963806593210,1.522928333463,22.663901485086,0.302185353134,4.839134837116,8.251743422984,10.579007206035,814.523898990308,1222.675720030562,792.493555678645,1123.165259492660,10.973036048116,15.810000000000
